,Завод,ЕО код,ЕО описание,Основной Класс ЕО код,Основной Класс ЕО описание,Класс ЕО код,Техместо код,Техместо описание,Вышестоящее техместо код,Вышестоящее техместо наименование,Дата начала эксплуатации
1282,Полюс Вернинское,100000025400,ЭД асинх HM2-100L-8,E03_02,Экскаваторы электрич,Двигатели асинхронные,03-RUD-EKSK-OOBR-EX04,Экскаватор №1220,03-RUD-EKSK-OOBR-EXCV,Экскаваторы,30.06.2019
1283,Полюс Вернинское,100000025401,ЭД асинх YJ56E,E03_02,Экскаваторы электрич,Двигатели асинхронные,03-RUD-EKSK-OOBR-EX04,Экскаватор №1220,03-RUD-EKSK-OOBR-EXCV,Экскаваторы,30.06.2019
1284,Полюс Вернинское,100000025402,ЭД асинх YJ56E,E03_02,Экскаваторы электрич,Двигатели асинхронные,03-RUD-EKSK-OOBR-EX04,Экскаватор №1220,03-RUD-EKSK-OOBR-EXCV,Экскаваторы,30.06.2019
1285,Полюс Вернинское,100000025403,ЭД асинх YJ142A,E03_02,Экскаваторы электрич,Двигатели асинхронные,03-RUD-EKSK-OOBR-EX04,Экскаватор №1220,03-RUD-EKSK-OOBR-EXCV,Экскаваторы,30.06.2019
1286,Полюс Вернинское,100000025404,ЭД асинх 1LE0002-1BC2 3-3FA4 132M,E03_02,Экскаваторы электрич,Двигатели асинхронные,03-RUD-EKSK-OOBR-EX04,Экскаватор №1220,03-RUD-EKSK-OOBR-EXCV,Экскаваторы,30.06.2019
1287,Полюс Вернинское,100000025405,ЭД асинх 1LE0002-1BC2 3-3FA4 132M,E03_02,Экскаваторы электрич,Двигатели асинхронные,03-RUD-EKSK-OOBR-EX04,Экскаватор №1220,03-RUD-EKSK-OOBR-EXCV,Экскаваторы,30.06.2019
1288,Полюс Вернинское,100000025406,ЭД асинх YJ80A1,E03_02,Экскаваторы электрич,Двигатели асинхронные,03-RUD-EKSK-OOBR-EX04,Экскаватор №1220,03-RUD-EKSK-OOBR-EXCV,Экскаваторы,30.06.2019
1289,Полюс Вернинское,100000025407,ЭД асинх YJ80A1,E03_02,Экскаваторы электрич,Двигатели асинхронные,03-RUD-EKSK-OOBR-EX04,Экскаватор №1220,03-RUD-EKSK-OOBR-EXCV,Экскаваторы,30.06.2019
1290,Полюс Вернинское,100000009842,ДВС C27,E02_01,Станки буровые вращ.,Узлы. ДВС,03-RUD-UBVR-DR05,Станок буровой №1106,03-RUD-UBVR,Участок БВР,10.12.2013
1291,Полюс Вернинское,100000009793,Редуктор бортовой правый,E01_01,Самосвалы карьерные,Узлы,03-CTT-KD04,Самосвал №1612,03-CTT-K787,Самосвалы Komatsu HD785-7,30.01.2013
1292,Полюс Вернинское,100000007090,Автогрейдер 18M3 1501,E06_01,Автогрейдеры,Автогрейдеры,03-KON-0PDT-OS01,Автогрейдер № 1501,03-KON-0PDT-ODRS,Оборудование дорожно-строительное,01.09.2019
1293,Полюс Вернинское,100000010166,Коробка передач,E17_11,Погрузчики фронтальн,Узлы,03-RUD-EKSK-VOBR-LF08,Погрузчик поз.1312,03-RUD-EKSK-VOBR-LIFT,Оборудование грузоподъемное,20.09.2014
1294,Полюс Вернинское,100000010167,ДВС SA6D140E-3E-7,E17_11,Погрузчики фронтальн,Узлы. ДВС,03-RUD-EKSK-VOBR-LF08,Погрузчик поз.1312,03-RUD-EKSK-VOBR-LIFT,Оборудование грузоподъемное,20.09.2014
1295,Олимпиадинский ГОК,100000054997,Самосвал карьерный 793D №781,E01_01,Самосвалы карьерные,Самосвалы карьерные,11-RUD-CGTR-SEBT-CD80,Самосвал карьерный №781,11-RUD-CGTR-SEBT-C793,Самосвалы CAT 793D,01.02.2023
1296,Олимпиадинский ГОК,100000054998,Самосвал карьерный 793D №782,E01_01,Самосвалы карьерные,Самосвалы карьерные,11-RUD-CGTR-SEBT-CD81,Самосвал карьерный №782,11-RUD-CGTR-SEBT-C793,Самосвалы CAT 793D,01.02.2023
1297,Олимпиадинский ГОК,100000054999,Самосвал карьерный 793D №783,E01_01,Самосвалы карьерные,Самосвалы карьерные,11-RUD-CGTR-SEBT-CD82,Самосвал карьерный №783,11-RUD-CGTR-SEBT-C793,Самосвалы CAT 793D,01.02.2023
1298,Олимпиадинский ГОК,100000055008,Бульдозер D155A-5 №3312,E05_02,Бульдозеры гусеничны,Бульдозеры гусеничные,11-RUD-CGTR-SETT-UCTT-BZ38,Бульдозер гусеничный №3312,11-RUD-CGTR-SETT-UCTT-BLDZ,Выемочно-транспортирующие машины,01.01.2022
1299,Олимпиадинский ГОК,100000055009,Бульдозер D155A-5 №3313,E05_02,Бульдозеры гусеничны,Бульдозеры гусеничные,11-RUD-CGTR-SETT-UCTT-BZ39,Бульдозер гусеничный №3313,11-RUD-CGTR-SETT-UCTT-BLDZ,Выемочно-транспортирующие машины,01.01.2022
1300,Олимпиадинский ГОК,100000055014,Бульдозер WD600-6 №3220,E05_01,Бульдозеры колесные,Бульдозеры колесные,11-RUD-CGTR-SETT-UDOT-BZ08,Бульдозер колесный №3220,11-RUD-CGTR-SETT-UDOT-BLDZ,Выемочно-транспортирующие машины,01.01.2021
1301,Олимпиадинский ГОК,100000055016,Специальн машина К-703МА-12-04 №3815,E05_01,Бульдозеры колесные,Бульдозеры колесные,11-RUD-CGTR-SETT-UDOT-BZ18,Специальная машина №3815,11-RUD-CGTR-SETT-UDOT-BLDZ,Выемочно-транспортирующие машины,01.06.2022
1302,Олимпиадинский ГОК,100000055545,Экскаватор гидравл. ЕК 270LC №3610,E03_01,Экскаваторы гидравли,Экскаваторы гидравлические,11-RUD-CGTR-SETT-PESK-EX01,Экскаватор гидравлический №3610,11-RUD-CGTR-SETT-PESK-EXCV,Экскаваторы,01.04.2021
1303,Олимпиадинский ГОК,100000071869,Стрела,E03_01,Экскаваторы гидравли,Узлы,11-RUD-VOST-UGVS-P701,Экскаватор гидравлический №04,11-RUD-VOST-UGVS-PC17,Экскаваторы PC1250-7,25.02.2009
1304,Олимпиадинский ГОК,100000072559,Дифференциал,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CF12,Самосвал карьерный №147,11-RUD-CGTR-SEBT-C77F,Самосвалы CAT 777F,16.12.2016
1305,Олимпиадинский ГОК,100000072782,Станок буровой DML LP №78,E02_03,Станки буровые ударн,Станки буровые ударно-вращательного бур.,11-RUD-CBVZ-LP11,Станок буровой №78,11-RUD-CBVZ-DMLP,Станки буровые DML LP,01.08.2022
1306,Олимпиадинский ГОК,100000072783,Станок буровой DML LP №79,E02_03,Станки буровые ударн,Станки буровые ударно-вращательного бур.,11-RUD-CBVZ-LP12,Станок буровой №79,11-RUD-CBVZ-DMLP,Станки буровые DML LP,01.09.2022
1307,Олимпиадинский ГОК,100000073227,Гидротрансформатор №5RT03015,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC40,Самосвал карьерный №441,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,01.04.2017
1308,Олимпиадинский ГОК,100000073309,Станок буровой PV-271 №59,E02_01,Станки буровые вращ.,Станки буровые вращ. бур. шарошками,11-RUD-CBVZ-P702,Станок буровой №59,11-RUD-CBVZ-PV27,Станки буровые PV-271,25.12.2021
1309,Олимпиадинский ГОК,100000078260,Станок буровой PV-271 №60,E02_01,Станки буровые вращ.,Станки буровые вращ. бур. шарошками,11-RUD-CBVZ-P703,Станок буровой №60,11-RUD-CBVZ-PV27,Станки буровые PV-271,01.08.2022
1310,Олимпиадинский ГОК,100000078363,Бульдозер WD600-6 №3224,E05_01,Бульдозеры колесные,Бульдозеры колесные,11-RUD-CGTR-SETT-UCTT-BZ60,Бульдозер колесный №3224,11-RUD-CGTR-SETT-UCTT-BLDZ,Выемочно-транспортирующие машины,01.01.2022
1311,Олимпиадинский ГОК,100000078364,Бульдозер D155A-5 №3320,E05_02,Бульдозеры гусеничны,Бульдозеры гусеничные,11-RUD-CGTR-SETT-UCTT-BZ61,Бульдозер гусеничный №3320,11-RUD-CGTR-SETT-UCTT-BLDZ,Выемочно-транспортирующие машины,01.09.2022
1312,Олимпиадинский ГОК,100000078365,Бульдозер D155A-5 №3321,E05_02,Бульдозеры гусеничны,Бульдозеры гусеничные,11-RUD-CGTR-SETT-UCTT-BZ62,Бульдозер гусеничный №3321,11-RUD-CGTR-SETT-UCTT-BLDZ,Выемочно-транспортирующие машины,01.09.2022
1313,Олимпиадинский ГОК,100000078368,Бульдозер К-702МБА-01-БКУ №3816,E05_01,Бульдозеры колесные,Бульдозеры колесные,11-RUD-CGTR-SETT-UDST-BZ07,Бульдозер колесный №3816,11-RUD-CGTR-SETT-UDST-BLDZ,Выемочно-транспортирующие машины,01.09.2022
1314,Олимпиадинский ГОК,100000081595,Двигатель внутр.сгорания №33771,E05_02,Бульдозеры гусеничны,Узлы. ДВС,11-RUD-CGTR-SETT-UCTT-BZ55,Бульдозер гусеничный №48,11-RUD-CGTR-SETT-UCTT-BLDZ,Выемочно-транспортирующие машины,30.07.2006
1315,Полюс Вернинское,100000073791,Экскаватор гидравл. PC400-7 №1215,E03_01,Экскаваторы гидравли,Экскаваторы гидравлические,03-RUD-EKSK-VOBR-EX08,Экскаватор №1215,03-RUD-EKSK-VOBR-EXCV,Экскаваторы,01.10.2022
1316,Олимпиадинский ГОК,100000079842,Самосвал карьерный БЕЛАЗ-7540К №60,E01_01,Самосвалы карьерные,Самосвалы карьерные,11-RUD-CGTR-SEBT-BE15,Самосвал карьерный №60,11-RUD-CGTR-SEBT-BELZ,Самосвалы БелАЗ-7540,01.04.2022
1317,Олимпиадинский ГОК,100000079843,Самосвал карьерный БЕЛАЗ-7540К №61,E01_01,Самосвалы карьерные,Самосвалы карьерные,11-RUD-CGTR-SEBT-BE16,Самосвал карьерный №61,11-RUD-CGTR-SEBT-BELZ,Самосвалы БелАЗ-7540,01.04.2022
1318,Олимпиадинский ГОК,100000079844,Самосвал карьерный БЕЛАЗ-7540К №62,E01_01,Самосвалы карьерные,Самосвалы карьерные,11-RUD-CGTR-SEBT-BE17,Самосвал карьерный №62,11-RUD-CGTR-SEBT-BELZ,Самосвалы БелАЗ-7540,01.04.2022
1319,Полюс Магадан,100000084417,Бульдозер гусеничный D375A-5D №2,E05_02,Бульдозеры гусеничны,Бульдозеры гусеничные,05-KAR-UOGR-BZ08,Бульдозер гусеничный №2,05-KAR-UOGR-BLDZ,Выемочно-транспортирующие машины,31.03.2012
1320,Полюс Магадан,100000084418,Бульдозер гусеничный D375A-5D №3,E05_02,Бульдозеры гусеничны,Бульдозеры гусеничные,05-KAR-UOGR-BZ10,Бульдозер гусеничный №3,05-KAR-UOGR-BLDZ,Выемочно-транспортирующие машины,31.03.2012
1321,Полюс Магадан,100000084416,Бульдозер гусеничный D375A-5D №1,E05_02,Бульдозеры гусеничны,Бульдозеры гусеничные,05-KAR-UOGR-BZ01,Бульдозер гусеничный №1,05-KAR-UOGR-BLDZ,Выемочно-транспортирующие машины,31.03.2012
