,Завод,ЕО код,ЕО описание,Основной Класс ЕО код,Основной Класс ЕО описание,Класс ЕО код,Техместо код,Техместо описание,Вышестоящее техместо код,Вышестоящее техместо наименование,Дата начала эксплуатации
795,Полюс Вернинское,100000068233,Экскаватор PC1250-8 №1204,E03_01,Экскаваторы гидравли,Экскаваторы гидравлические,03-RUD-EKSK-OOBR-EX05,Экскаватор №1204,03-RUD-EKSK-OOBR-EXCV,Экскаваторы,01.01.2021
796,Полюс Вернинское,100000068226,Погрузчик WA600-6 №1305,E17_11,Погрузчики фронтальн,Погрузчики фронтальные,03-RUD-EKSK-VOBR-LF11,Погрузчик WA600-6 №1305,03-RUD-EKSK-VOBR-LIFT,Оборудование грузоподъемное,01.01.2021
797,Олимпиадинский ГОК,100000056185,Коробка передач №JGG02920,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CD19,Самосвал карьерный №720,11-RUD-CGTR-SEBT-C793,Самосвалы CAT 793D,01.02.2021
798,Олимпиадинский ГОК,100000038531,Двигатель внутр.сгорания №33193750,E01_01,Самосвалы карьерные,Узлы. ДВС,11-RUD-CGTR-SEBT-KE02,Самосвал карьерный №602,11-RUD-CGTR-SEBT-K830,Самосвалы Komatsu 830E-1AC,23.08.2016
799,Олимпиадинский ГОК,100000071876,Коробка передач №2ВЕ06388,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC60,Самосвал карьерный №511,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.06.2014
800,Олимпиадинский ГОК,100000071877,Двигатель внутр.сгорания №8BR03155,E01_01,Самосвалы карьерные,Узлы. ДВС,11-RUD-CGTR-SEBT-CC40,Самосвал карьерный №441,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,31.07.2013
801,Олимпиадинский ГОК,100000039492,Редуктор бортовой левый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC42,Самосвал карьерный №443,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,06.03.2014
802,Олимпиадинский ГОК,100000038452,Двигатель внутр.сгорания №8BR03054,E01_01,Самосвалы карьерные,Узлы. ДВС,11-RUD-CGTR-SEBT-CC13,Самосвал карьерный №414,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.02.2008
803,Олимпиадинский ГОК,100000072131,Двигатель внутр.сгорания №33219033,E01_01,Самосвалы карьерные,Узлы. ДВС,11-RUD-CGTR-SEBT-KE03,Самосвал карьерный №603,11-RUD-CGTR-SEBT-K830,Самосвалы Komatsu 830E-1AC,14.09.2019
804,Олимпиадинский ГОК,100000038375,Двигатель внутр.сгорания №8BR02888,E01_01,Самосвалы карьерные,Узлы. ДВС,11-RUD-CGTR-SEBT-CC16,Самосвал карьерный №417,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,14.10.2017
805,Олимпиадинский ГОК,100000038416,Двигатель внутр.сгорания №8BR03138,E01_01,Самосвалы карьерные,Узлы. ДВС,11-RUD-CGTR-SEBT-CC05,Самосвал карьерный №405,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,10.08.2016
806,Олимпиадинский ГОК,100000039213,Редуктор бортовой левый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC66,Самосвал карьерный №518,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,28.02.2014
807,Олимпиадинский ГОК,100000038767,Коробка передач №2BE05590,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC54,Самосвал карьерный №505,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,05.07.2012
808,Олимпиадинский ГОК,100000039408,Редуктор бортовой правый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC28,Самосвал карьерный №429,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,06.05.2009
809,Олимпиадинский ГОК,100000038456,Двигатель внутр.сгорания №8BR03104,E01_01,Самосвалы карьерные,Узлы. ДВС,11-RUD-CGTR-SEBT-CC45,Самосвал карьерный №446,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,17.09.2017
810,Олимпиадинский ГОК,100000039197,Редуктор бортовой левый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CF11,Самосвал карьерный №146,11-RUD-CGTR-SEBT-C77F,Самосвалы CAT 777F,19.02.2008
811,Олимпиадинский ГОК,100000045123,Двигатель внутр.сгорания №324487,E17_11,Погрузчики фронтальн,Узлы. ДВС,11-RUD-CGTR-SETT-UCTT-LF22,Погрузчик фронтальный №39,11-RUD-CGTR-SETT-UCTT-LIFT,Оборудование грузоподъемное,22.11.2013
812,Олимпиадинский ГОК,100000038450,Двигатель внутр.сгорания №SDW00568,E01_01,Самосвалы карьерные,Узлы. ДВС,11-RUD-CGTR-SEBT-CC33,Самосвал карьерный №434,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,10.12.2016
813,Олимпиадинский ГОК,100000038852,Коробка передач №2BE06137,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC40,Самосвал карьерный №441,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,06.03.2014
814,Олимпиадинский ГОК,100000038351,Двигатель внутр.сгорания №LJW05844,E01_01,Самосвалы карьерные,Узлы. ДВС,11-RUD-CGTR-SEBT-CF14,Самосвал карьерный №149,11-RUD-CGTR-SEBT-C77F,Самосвалы CAT 777F,16.12.2010
815,Олимпиадинский ГОК,100000038747,Коробка передач №LSP03022,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CF01,Самосвал карьерный №136,11-RUD-CGTR-SEBT-C77F,Самосвалы CAT 777F,19.11.2008
816,Олимпиадинский ГОК,100000038367,Двигатель внутр.сгорания №8ВR02387,E01_01,Самосвалы карьерные,Узлы. ДВС,11-RUD-CGTR-SEBT-CC67,Самосвал карьерный №519,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.02.2008
817,Олимпиадинский ГОК,100000039211,Редуктор бортовой левый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC03,Самосвал карьерный №403,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,06.05.2009
818,Олимпиадинский ГОК,100000038377,Двигатель внутр.сгорания №8BR02257,E01_01,Самосвалы карьерные,Узлы. ДВС,11-RUD-CGTR-SEBT-CC55,Самосвал карьерный №506,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.02.2008
819,Олимпиадинский ГОК,100000038772,Коробка передач №2BE06085,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC27,Самосвал карьерный №428,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.02.2008
820,Олимпиадинский ГОК,100000039218,Редуктор бортовой левый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC69,Самосвал карьерный №521,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.02.2008
821,Олимпиадинский ГОК,100000039414,Редуктор бортовой правый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC69,Самосвал карьерный №521,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.02.2008
822,Олимпиадинский ГОК,100000038770,Коробка передач №2BE05651,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC07,Самосвал карьерный №407,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,31.01.2015
823,Олимпиадинский ГОК,100000038380,Двигатель внутр.сгорания №8BR02973,E01_01,Самосвалы карьерные,Узлы. ДВС,11-RUD-CGTR-SEBT-CC19,Самосвал карьерный №420,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,03.08.2009
824,Олимпиадинский ГОК,100000038775,Коробка передач №2ВЕ05578,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC13,Самосвал карьерный №414,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,31.12.2013
825,Олимпиадинский ГОК,100000038773,Коробка передач №2BE05648,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC11,Самосвал карьерный №411,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,25.03.2012
826,Олимпиадинский ГОК,100000038917,Коробка передач,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-KH17,Самосвал карьерный №238,11-RUD-CGTR-SEBT-K785,Самосвалы Komatsu HD785-5,23.03.2010
827,Олимпиадинский ГОК,100000038920,Коробка передач,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-KH19,Самосвал карьерный №240,11-RUD-CGTR-SEBT-K785,Самосвалы Komatsu HD785-5,19.02.2008
828,Олимпиадинский ГОК,100000039366,Редуктор бортовой левый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-KH19,Самосвал карьерный №240,11-RUD-CGTR-SEBT-K785,Самосвалы Komatsu HD785-5,23.03.2010
829,Олимпиадинский ГОК,100000038918,Коробка передач,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-KH18,Самосвал карьерный №239,11-RUD-CGTR-SEBT-K785,Самосвалы Komatsu HD785-5,19.02.2008
830,Олимпиадинский ГОК,100000039365,Редуктор бортовой левый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-KH18,Самосвал карьерный №239,11-RUD-CGTR-SEBT-K785,Самосвалы Komatsu HD785-5,19.02.2008
831,Олимпиадинский ГОК,100000038391,Двигатель внутр.сгорания №8BR02980,E01_01,Самосвалы карьерные,Узлы. ДВС,11-RUD-CGTR-SEBT-CC66,Самосвал карьерный №518,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.02.2008
832,Олимпиадинский ГОК,100000038786,Коробка передач 785С КР 55-2,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC25,Самосвал карьерный №426,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,26.08.2021
833,Олимпиадинский ГОК,100000039233,Редуктор бортовой правый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC70,Самосвал карьерный №522,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,26.08.2021
834,Олимпиадинский ГОК,100000039427,Редуктор бортовой правый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC47,Самосвал карьерный №448,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,26.08.2021
835,Олимпиадинский ГОК,100000044022,Двигатель внутр.сгорания №116702,E17_11,Погрузчики фронтальн,Узлы. ДВС,11-RUD-CGTR-SETT-UCTT-LF28,Погрузчик фронтальный №52,11-RUD-CGTR-SETT-UCTT-LIFT,Оборудование грузоподъемное,19.02.2008
836,Олимпиадинский ГОК,100000044024,Ковш,E17_11,Погрузчики фронтальн,Узлы,11-RUD-CGTR-SETT-UCTT-LF28,Погрузчик фронтальный №52,11-RUD-CGTR-SETT-UCTT-LIFT,Оборудование грузоподъемное,19.02.2008
837,Олимпиадинский ГОК,100000044980,Коробка передач,E05_02,Бульдозеры гусеничны,Узлы,11-RUD-CGTR-SETT-UCTT-BZ49,Бульдозер гусеничный №42,11-RUD-CGTR-SETT-UCTT-BLDZ,Выемочно-транспортирующие машины,31.12.2014
838,Олимпиадинский ГОК,100000044983,Коробка передач,E05_02,Бульдозеры гусеничны,Узлы,11-RUD-CGTR-SETT-UCTT-BZ50,Бульдозер гусеничный №43,11-RUD-CGTR-SETT-UCTT-BLDZ,Выемочно-транспортирующие машины,16.12.2014
839,Олимпиадинский ГОК,100000044988,Двигатель внутр.сгорания №24338,E05_02,Бульдозеры гусеничны,Узлы. ДВС,11-RUD-CGTR-SETT-UCTT-BZ52,Бульдозер гусеничный №45,11-RUD-CGTR-SETT-UCTT-BLDZ,Выемочно-транспортирующие машины,31.12.2014
840,Олимпиадинский ГОК,100000038752,Коробка передач №LSP01983,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CF11,Самосвал карьерный №146,11-RUD-CGTR-SEBT-C77F,Самосвалы CAT 777F,19.11.2008
841,Олимпиадинский ГОК,100000038358,Двигатель внутр.сгорания №LJW03669,E01_01,Самосвалы карьерные,Узлы. ДВС,11-RUD-CGTR-SEBT-CF11,Самосвал карьерный №146,11-RUD-CGTR-SEBT-C77F,Самосвалы CAT 777F,04.06.2012
842,Олимпиадинский ГОК,100000038753,Коробка передач №LSP00998,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CE04,Самосвал карьерный №153,11-RUD-CGTR-SEBT-C77E,Самосвалы CAT 777E,19.02.2008
843,Олимпиадинский ГОК,100000039395,Редуктор бортовой правый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CF12,Самосвал карьерный №147,11-RUD-CGTR-SEBT-C77F,Самосвалы CAT 777F,16.12.2010
844,Олимпиадинский ГОК,100000038361,Двигатель внутр.сгорания №LJW05886,E01_01,Самосвалы карьерные,Узлы. ДВС,11-RUD-CGTR-SEBT-CF10,Самосвал карьерный №145,11-RUD-CGTR-SEBT-C77F,Самосвалы CAT 777F,16.12.2010
845,Олимпиадинский ГОК,100000038757,Коробка передач №LSP03015,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CF12,Самосвал карьерный №147,11-RUD-CGTR-SEBT-C77F,Самосвалы CAT 777F,10.10.2018
846,Олимпиадинский ГОК,100000039203,Редуктор бортовой левый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CF10,Самосвал карьерный №145,11-RUD-CGTR-SEBT-C77F,Самосвалы CAT 777F,19.11.2008
847,Олимпиадинский ГОК,100000039398,Редуктор бортовой правый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CF10,Самосвал карьерный №145,11-RUD-CGTR-SEBT-C77F,Самосвалы CAT 777F,20.10.2008
848,Олимпиадинский ГОК,100000038421,Двигатель внутр.сгорания №8BR02459,E01_01,Самосвалы карьерные,Узлы. ДВС,11-RUD-CGTR-SEBT-CC50,Самосвал карьерный №501,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,08.09.2017
849,Олимпиадинский ГОК,100000038816,Коробка передач,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC50,Самосвал карьерный №501,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,08.09.2017
850,Олимпиадинский ГОК,100000039262,Редуктор бортовой левый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC50,Самосвал карьерный №501,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,03.10.2017
851,Олимпиадинский ГОК,100000039457,Редуктор бортовой правый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC50,Самосвал карьерный №501,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,03.10.2017
852,Олимпиадинский ГОК,100000038422,Двигатель внутр.сгорания №8ВR02448,E01_01,Самосвалы карьерные,Узлы. ДВС,11-RUD-CGTR-SEBT-CC71,Самосвал карьерный №523,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.02.2008
853,Олимпиадинский ГОК,100000038818,Коробка передач,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC52,Самосвал карьерный №503,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.02.2008
854,Олимпиадинский ГОК,100000039265,Редуктор бортовой левый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC52,Самосвал карьерный №503,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.02.2008
855,Олимпиадинский ГОК,100000039459,Редуктор бортовой правый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC52,Самосвал карьерный №503,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,06.03.2014
856,Олимпиадинский ГОК,100000038425,Двигатель внутр.сгорания №8BR02484,E01_01,Самосвалы карьерные,Узлы. ДВС,11-RUD-CGTR-SEBT-CC69,Самосвал карьерный №521,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,31.03.2009
857,Олимпиадинский ГОК,100000038821,Коробка передач №2BE05238,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC37,Самосвал карьерный №438,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,05.07.2012
858,Олимпиадинский ГОК,100000039267,Редуктор бортовой левый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC54,Самосвал карьерный №505,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,31.12.2013
859,Олимпиадинский ГОК,100000039461,Редуктор бортовой правый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC54,Самосвал карьерный №505,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,20.05.2011
860,Олимпиадинский ГОК,100000038390,Двигатель внутр.сгорания №8BR03055,E01_01,Самосвалы карьерные,Узлы. ДВС,11-RUD-CGTR-SEBT-CC21,Самосвал карьерный №422,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,13.12.2013
861,Олимпиадинский ГОК,100000038785,Коробка передач №2BE06260,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC70,Самосвал карьерный №522,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,22.02.2017
862,Олимпиадинский ГОК,100000039426,Редуктор бортовой правый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC22,Самосвал карьерный №423,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,26.05.2011
863,Олимпиадинский ГОК,100000038823,Коробка передач,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC47,Самосвал карьерный №448,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.02.2008
864,Олимпиадинский ГОК,100000039463,Редуктор бортовой левый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC38,Самосвал карьерный №439,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.02.2008
865,Олимпиадинский ГОК,100000038824,Коробка передач,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC57,Самосвал карьерный №508,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.02.2008
866,Олимпиадинский ГОК,100000038825,Коробка передач,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC58,Самосвал карьерный №509,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.02.2008
867,Олимпиадинский ГОК,100000039465,Редуктор бортовой правый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC58,Самосвал карьерный №509,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.02.2008
868,Олимпиадинский ГОК,100000038430,Двигатель внутр.сгорания №8BR03125,E01_01,Самосвалы карьерные,Узлы. ДВС,11-RUD-CGTR-SEBT-CC01,Самосвал карьерный №401,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.02.2008
869,Олимпиадинский ГОК,100000038827,Коробка передач,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC42,Самосвал карьерный №443,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,26.05.2011
870,Олимпиадинский ГОК,100000039273,Редуктор бортовой левый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC25,Самосвал карьерный №426,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,26.05.2011
871,Олимпиадинский ГОК,100000039468,Редуктор бортовой правый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC25,Самосвал карьерный №426,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,26.05.2011
872,Олимпиадинский ГОК,100000039274,Редуктор бортовой левый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC61,Самосвал карьерный №512,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.02.2008
873,Олимпиадинский ГОК,100000039469,Редуктор бортовой правый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC61,Самосвал карьерный №512,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.02.2008
874,Олимпиадинский ГОК,100000038829,Коробка передач №2BE05200,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC62,Самосвал карьерный №514,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,31.03.2012
875,Олимпиадинский ГОК,100000039470,Редуктор бортовой правый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC62,Самосвал карьерный №514,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,10.08.2016
876,Олимпиадинский ГОК,100000039277,Редуктор бортовой левый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC70,Самосвал карьерный №522,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.02.2008
877,Олимпиадинский ГОК,100000039471,Редуктор бортовой правый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC75,Самосвал карьерный №527,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.02.2008
878,Олимпиадинский ГОК,100000038382,Двигатель внутр.сгорания №8BR03056,E01_01,Самосвалы карьерные,Узлы. ДВС,11-RUD-CGTR-SEBT-CC15,Самосвал карьерный №416,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.02.2008
879,Олимпиадинский ГОК,100000039224,Редуктор бортовой левый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC26,Самосвал карьерный №427,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.02.2008
880,Олимпиадинский ГОК,100000039419,Редуктор бортовой правый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC13,Самосвал карьерный №414,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.02.2008
881,Олимпиадинский ГОК,100000038383,Двигатель внутр.сгорания №8BR02484,E01_01,Самосвалы карьерные,Узлы. ДВС,11-RUD-CGTR-SEBT-CC27,Самосвал карьерный №428,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,13.12.2013
882,Олимпиадинский ГОК,100000038779,Коробка передач №2BE06119,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC16,Самосвал карьерный №417,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.02.2008
883,Олимпиадинский ГОК,100000039225,Редуктор бортовой левый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC56,Самосвал карьерный №507,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.02.2008
884,Олимпиадинский ГОК,100000039420,Редуктор бортовой правый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC19,Самосвал карьерный №420,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.02.2008
885,Олимпиадинский ГОК,100000038780,Коробка передач 2BE05226,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC75,Самосвал карьерный №527,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.02.2008
886,Олимпиадинский ГОК,100000039226,Редуктор бортовой левый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC56,Самосвал карьерный №507,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.02.2008
887,Олимпиадинский ГОК,100000039421,Редуктор бортовой правый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC75,Самосвал карьерный №527,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.02.2008
888,Олимпиадинский ГОК,100000038781,Коробка передач №2BE05237,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC22,Самосвал карьерный №423,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,30.04.2011
889,Олимпиадинский ГОК,100000039228,Редуктор бортовой левый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC65,Самосвал карьерный №517,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,03.08.2009
890,Олимпиадинский ГОК,100000039423,Редуктор бортовой правый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC65,Самосвал карьерный №517,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,03.08.2009
891,Олимпиадинский ГОК,100000038388,Двигатель внутр.сгорания №8BR02479,E01_01,Самосвалы карьерные,Узлы. ДВС,11-RUD-CGTR-SEBT-CC20,Самосвал карьерный №421,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.02.2008
892,Олимпиадинский ГОК,100000038392,Двигатель внутр.сгорания №8BR03053,E01_01,Самосвалы карьерные,Узлы. ДВС,11-RUD-CGTR-SEBT-CC75,Самосвал карьерный №527,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,28.02.2014
893,Олимпиадинский ГОК,100000038788,Коробка передач №2BE05221,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC33,Самосвал карьерный №434,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.02.2008
894,Олимпиадинский ГОК,100000039428,Редуктор бортовой правый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC24,Самосвал карьерный №425,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,31.07.2013
895,Олимпиадинский ГОК,100000039710,Двигатель внутр.сгорания №33198664,E03_01,Экскаваторы гидравли,Узлы. ДВС,11-RUD-BLAG-UGBL-P601,Экскаватор гидравлический №502,11-RUD-BLAG-UGBL-PC36,Экскаваторы PC3000-6,02.04.2018
896,Олимпиадинский ГОК,100000039235,Редуктор бортовой левый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC55,Самосвал карьерный №506,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,29.02.2016
897,Олимпиадинский ГОК,100000038394,Двигатель внутр.сгорания №8BR02487,E01_01,Самосвалы карьерные,Узлы. ДВС,11-RUD-CGTR-SEBT-CC76,Самосвал карьерный №528,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.02.2008
898,Олимпиадинский ГОК,100000039236,Редуктор бортовой левый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC13,Самосвал карьерный №414,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.02.2008
899,Олимпиадинский ГОК,100000039430,Редуктор бортовой правый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC11,Самосвал карьерный №411,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.02.2008
900,Олимпиадинский ГОК,100000038395,Двигатель внутр.сгорания №8BR02408,E01_01,Самосвалы карьерные,Узлы. ДВС,11-RUD-CGTR-SEBT-CC70,Самосвал карьерный №522,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,16.06.2018
901,Олимпиадинский ГОК,100000038791,Коробка передач №2BE05244,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC65,Самосвал карьерный №517,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,31.07.2011
