,Unnamed: 0.1,Название ЕО,ЕО,ТекстПланаПредупрТОРО,Название ВРТ,ВидЗаказа,Заказ,КраткийТекст заказа,СистСтатус,ПользСтатус,ПланДатаНачала,НовДатаНачала,ПланДатаНачала_month,НовДатаНачала_month,статус переноса,planned_in_jan_and_remaining_in_jan,planned_in_jan_moved_to_somewhere,planned_in_jan_moved_to_feb,planned_in_jan_moved_to_mar,planned_in_jan_moved_to_apr,planned_in_jan_moved_to_may,planned_in_jan_moved_to_jun,planned_in_jan_moved_to_jul,planned_in_jan_moved_to_aug,planned_in_jan_moved_to_sep,planned_in_jan_moved_to_oct,planned_in_jan_moved_to_nov,planned_in_jan_moved_to_dec,eo_description,teh_mesto,mvz,eo_class_code,eo_class_description,eo_main_code,eo_main_description,eo_main_class_code,eo_main_class_description,teh_mesto_description,level_upper,code,level_1,level_1_code,level_2_code,level_2_path,level_3_code,level_5,level_6,level_7,level_8,level_1_description,Unnamed: 0,Вышестоящее техместо,Комментарий,comment_category
456,456,Самосвал карьерный HD1500-8 №1629,100000022783,Самосвал HD1500-8 №1629 МТЧ,Техническое обслуживание 1,APP1,1100363038,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-04-06,2022-03-30,4,3,перенос в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD1500-8 №1629,03-CTT-KM09,1213011320.0,E01_01,Самосвалы карьерные,100000022783,Самосвал карьерный HD1500-8 №1629,E01_01,Самосвалы карьерные,Самосвал №1629,03-CTT-K150,first03-CTT-KM09,first03,03,CTT,03-CTT,KM09,-,KM09,no_data,no_data,Полюс Вернинское,7064,Самосвалы Komatsu HD1500-8,нет комментария,нет комментария
457,457,ДВС SAA6D125E-3,100000010244,Экскаватор PC400-7 №1202 МТЧ,Капитальный ремонт,APP1,1100367644,КР двигателя SAA6D125E-3,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ КРМТ СГГС,2022-04-06,2022-04-06,4,4,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,ДВС SAA6D125E-3,03-RUD-EKSK-VOBR-EX02,1214011820.0,S01,Узлы. ДВС,100000008676,Экскаватор гидравл. PC400-7 №1202,E03_01,Экскаваторы гидравли,Экскаватор №1202,03-RUD-EKSK-VOBR-EXCV,first03-RUD-EKSK-VOBR-EX02,first03,03,RUD,03-RUD,EKSK,-,EKSK,VOBR,no_data,Полюс Вернинское,3627,Экскаваторы,нет комментария,нет комментария
458,458,Самосвал карьерный 785C №1620,100000008674,Самосвал 785C №1620,Техническое обслуживание 4,APP1,1100358747,Техническое обслуживание 4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-04-06,2022-04-06,4,4,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный 785C №1620,03-CTT-CC02,1213011420.0,E01_01,Самосвалы карьерные,100000008674,Самосвал карьерный 785C №1620,E01_01,Самосвалы карьерные,Самосвал №1620,03-CTT-C785,first03-CTT-CC02,first03,03,CTT,03-CTT,CC02,-,CC02,no_data,no_data,Полюс Вернинское,2523,Самосвалы CAT 785C,нет комментария,нет комментария
459,459,Самосвал карьерный HD1500-8 №1626,100000021466,Самосвал HD1500-8 №1626 МТЧ,Техническое обслуживание 2,APP1,1100361447,Техническое обслуживание 2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-04-07,2022-04-07,4,4,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD1500-8 №1626,03-CTT-KM06,1213011320.0,E01_01,Самосвалы карьерные,100000021466,Самосвал карьерный HD1500-8 №1626,E01_01,Самосвалы карьерные,Самосвал №1626,03-CTT-K150,first03-CTT-KM06,first03,03,CTT,03-CTT,KM06,-,KM06,no_data,no_data,Полюс Вернинское,7064,Самосвалы Komatsu HD1500-8,нет комментария,нет комментария
460,460,Самосвал карьерный БЕЛАЗ-7547 №2441,100000068227,ТР двигателя БелАЗ 7547 №1,Текущий ремонт,APP1,1100368947,ТР двигателя БелАЗ 7547 №1,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-04-08,2022-04-08,4,4,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный БЕЛАЗ-7547 №2441,03-KON-OBSL-OB02,1245112123.0,E01_01,Самосвалы карьерные,100000068227,Самосвал карьерный БЕЛАЗ-7547 №2441,E01_01,Самосвалы карьерные,БелАЗ-7547 №2441,03-KON-OBSL-PBEL,first03-KON-OBSL-OB02,first03,03,KON,03-KON,OBSL,-,OBSL,OB02,no_data,Полюс Вернинское,8165,Самосвалы БелАЗ-7547,нет комментария,нет комментария
461,461,Самосвал карьерный БЕЛАЗ-7547 №2441,100000068227,ТР трансмиссии БелАЗ 7547 №1,Текущий ремонт,APP1,1100368948,ТР трансмиссии БелАЗ 7547 №1,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-04-08,2022-04-08,4,4,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный БЕЛАЗ-7547 №2441,03-KON-OBSL-OB02,1245112123.0,E01_01,Самосвалы карьерные,100000068227,Самосвал карьерный БЕЛАЗ-7547 №2441,E01_01,Самосвалы карьерные,БелАЗ-7547 №2441,03-KON-OBSL-PBEL,first03-KON-OBSL-OB02,first03,03,KON,03-KON,OBSL,-,OBSL,OB02,no_data,Полюс Вернинское,8165,Самосвалы БелАЗ-7547,нет комментария,нет комментария
462,462,Самосвал карьерный БЕЛАЗ-7547 №2441,100000068227,БелАЗ 7547 №1 СЛ,Техническое обслуживание 1,APP1,1100368791,ТО-1 БелАЗ 7547 №1 СЛ,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-04-08,2022-04-08,4,4,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный БЕЛАЗ-7547 №2441,03-KON-OBSL-OB02,1245112123.0,E01_01,Самосвалы карьерные,100000068227,Самосвал карьерный БЕЛАЗ-7547 №2441,E01_01,Самосвалы карьерные,БелАЗ-7547 №2441,03-KON-OBSL-PBEL,first03-KON-OBSL-OB02,first03,03,KON,03-KON,OBSL,-,OBSL,OB02,no_data,Полюс Вернинское,8165,Самосвалы БелАЗ-7547,нет комментария,нет комментария
463,463,Самосвал карьерный HD785-7 №1609,100000008666,Самосвал HD785-7 №1609,Техническое обслуживание 4,APP1,1100359082,Техническое обслуживание 4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-04-10,2022-04-10,4,4,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD785-7 №1609,03-CTT-KD01,1213011220.0,E01_01,Самосвалы карьерные,100000008666,Самосвал карьерный HD785-7 №1609,E01_01,Самосвалы карьерные,Самосвал №1609,03-CTT-K787,first03-CTT-KD01,first03,03,CTT,03-CTT,KD01,-,KD01,no_data,no_data,Полюс Вернинское,4328,Самосвалы Komatsu HD785-7,нет комментария,нет комментария
464,464,Самосвал карьерный HD785-7 №1613,100000008670,ТР Самосвал HD785-7 №1613,Текущий ремонт,APP1,1100381680,ТР Самосвал HD785-7 №1613,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-04-10,2022-04-26,4,4,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD785-7 №1613,03-CTT-KD05,1213011220.0,E01_01,Самосвалы карьерные,100000008670,Самосвал карьерный HD785-7 №1613,E01_01,Самосвалы карьерные,Самосвал №1613,03-CTT-K787,first03-CTT-KD05,first03,03,CTT,03-CTT,KD05,-,KD05,no_data,no_data,Полюс Вернинское,4328,Самосвалы Komatsu HD785-7,нет комментария,нет комментария
465,465,Экскаватор гидравл. PC400-7 №1201,100000008675,Экскаватор PC400-7 №1201 МТЧ,Техническое обслуживание 1,APP1,1100360217,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-04-10,2022-05-18,4,5,перенос в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Экскаватор гидравл. PC400-7 №1201,03-RUD-EKSK-VOBR-EX01,1214011820.0,E03_01,Экскаваторы гидравлические,100000008675,Экскаватор гидравл. PC400-7 №1201,E03_01,Экскаваторы гидравли,Экскаватор №1201,03-RUD-EKSK-VOBR-EXCV,first03-RUD-EKSK-VOBR-EX01,first03,03,RUD,03-RUD,EKSK,-,EKSK,VOBR,no_data,Полюс Вернинское,3627,Экскаваторы,нет комментария,нет комментария
466,466,Экскаватор гидравл. PC400-7 №1201,100000008675,Экскаватор PC400-7 №1201 МТЧ,Текущий ремонт 1,APP1,1100360073,ТР1 рабочего оборудования,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-04-10,2022-05-04,4,5,перенос в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Экскаватор гидравл. PC400-7 №1201,03-RUD-EKSK-VOBR-EX01,1214011820.0,E03_01,Экскаваторы гидравлические,100000008675,Экскаватор гидравл. PC400-7 №1201,E03_01,Экскаваторы гидравли,Экскаватор №1201,03-RUD-EKSK-VOBR-EXCV,first03-RUD-EKSK-VOBR-EX01,first03,03,RUD,03-RUD,EKSK,-,EKSK,VOBR,no_data,Полюс Вернинское,3627,Экскаваторы,нет комментария,нет комментария
467,467,Самосвал карьерный HD785-7 №1613,100000008670,Самосвал HD785-7 №1613 МТЧ,Техническое обслуживание 1,APP1,1100359760,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-04-10,2022-04-26,4,4,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD785-7 №1613,03-CTT-KD05,1213011220.0,E01_01,Самосвалы карьерные,100000008670,Самосвал карьерный HD785-7 №1613,E01_01,Самосвалы карьерные,Самосвал №1613,03-CTT-K787,first03-CTT-KD05,first03,03,CTT,03-CTT,KD05,-,KD05,no_data,no_data,Полюс Вернинское,4328,Самосвалы Komatsu HD785-7,нет комментария,нет комментария
468,468,Самосвал карьерный HD785-7 №1612,100000008669,Самосвал HD785-7 №1612,Замена,APP1,1100359314,Замена двигателя,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-04-12,2022-04-12,4,4,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD785-7 №1612,03-CTT-KD04,1213011220.0,E01_01,Самосвалы карьерные,100000008669,Самосвал карьерный HD785-7 №1612,E01_01,Самосвалы карьерные,Самосвал №1612,03-CTT-K787,first03-CTT-KD04,first03,03,CTT,03-CTT,KD04,-,KD04,no_data,no_data,Полюс Вернинское,4328,Самосвалы Komatsu HD785-7,нет комментария,нет комментария
469,469,ДВС SAA12V140E-3B,100000009791,Самосвал HD785-7 №1612,Капитальный ремонт,APP1,1100359313,КР двигателя SAA12V140E-3B,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ КРМТ СГГС,2022-04-12,2022-04-12,4,4,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,ДВС SAA12V140E-3B,03-CTT-KD04,1213011220.0,S01,Узлы. ДВС,100000008669,Самосвал карьерный HD785-7 №1612,E01_01,Самосвалы карьерные,Самосвал №1612,03-CTT-K787,first03-CTT-KD04,first03,03,CTT,03-CTT,KD04,-,KD04,no_data,no_data,Полюс Вернинское,4328,Самосвалы Komatsu HD785-7,нет комментария,нет комментария
470,470,Самосвал карьерный HD785-7 №1612,100000008669,Самосвал HD785-7 №1612 МТЧ,Текущий ремонт,APP1,1100359711,ТР трансмиссии,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-04-12,2022-04-12,4,4,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD785-7 №1612,03-CTT-KD04,1213011220.0,E01_01,Самосвалы карьерные,100000008669,Самосвал карьерный HD785-7 №1612,E01_01,Самосвалы карьерные,Самосвал №1612,03-CTT-K787,first03-CTT-KD04,first03,03,CTT,03-CTT,KD04,-,KD04,no_data,no_data,Полюс Вернинское,4328,Самосвалы Komatsu HD785-7,нет комментария,нет комментария
471,471,Самосвал карьерный HD785-7 №1612,100000008669,Самосвал HD785-7 №1612 МТЧ,Техническое обслуживание 1,APP1,1100359653,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-04-12,2022-04-12,4,4,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD785-7 №1612,03-CTT-KD04,1213011220.0,E01_01,Самосвалы карьерные,100000008669,Самосвал карьерный HD785-7 №1612,E01_01,Самосвалы карьерные,Самосвал №1612,03-CTT-K787,first03-CTT-KD04,first03,03,CTT,03-CTT,KD04,-,KD04,no_data,no_data,Полюс Вернинское,4328,Самосвалы Komatsu HD785-7,нет комментария,нет комментария
472,472,Самосвал карьерный HD785-7 №1609,100000008666,ТР Самосвал HD785-7 №1609,Текущий ремонт,APP1,1100381403,ТР Самосвал HD785-7 №1609,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-04-12,2022-04-12,4,4,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD785-7 №1609,03-CTT-KD01,1213011220.0,E01_01,Самосвалы карьерные,100000008666,Самосвал карьерный HD785-7 №1609,E01_01,Самосвалы карьерные,Самосвал №1609,03-CTT-K787,first03-CTT-KD01,first03,03,CTT,03-CTT,KD01,-,KD01,no_data,no_data,Полюс Вернинское,4328,Самосвалы Komatsu HD785-7,нет комментария,нет комментария
473,473,Самосвал карьерный БЕЛАЗ-7547 №2442,100000068228,(ТО) БелАЗ 7451 СЛ №2,Техническое обслуживание 2,APP1,1100368872,(ТО2) БелАЗ 7451 СЛ №2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-04-12,2022-04-12,4,4,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный БЕЛАЗ-7547 №2442,03-KON-OBSL-OB03,1245112123.0,E01_01,Самосвалы карьерные,100000068228,Самосвал карьерный БЕЛАЗ-7547 №2442,E01_01,Самосвалы карьерные,БелАЗ-7547 №2442,03-KON-OBSL-PBEL,first03-KON-OBSL-OB03,first03,03,KON,03-KON,OBSL,-,OBSL,OB03,no_data,Полюс Вернинское,8165,Самосвалы БелАЗ-7547,нет комментария,нет комментария
474,474,Самосвал карьерный HD785-7 №1614,100000008671,ТР Самосвал HD785-7 №1614,Текущий ремонт,APP1,1100381703,ТР Самосвал HD785-7 №1614,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-04-13,2022-04-13,4,4,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD785-7 №1614,03-CTT-KD06,1213011220.0,E01_01,Самосвалы карьерные,100000008671,Самосвал карьерный HD785-7 №1614,E01_01,Самосвалы карьерные,Самосвал №1614,03-CTT-K787,first03-CTT-KD06,first03,03,CTT,03-CTT,KD06,-,KD06,no_data,no_data,Полюс Вернинское,4328,Самосвалы Komatsu HD785-7,нет комментария,нет комментария
475,475,Самосвал карьерный HD785-7 №1614,100000008671,Самосвал HD785-7 №1614 МТЧ,Техническое обслуживание 3,APP1,1100359808,Техническое обслуживание 3,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-04-13,2022-04-13,4,4,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD785-7 №1614,03-CTT-KD06,1213011220.0,E01_01,Самосвалы карьерные,100000008671,Самосвал карьерный HD785-7 №1614,E01_01,Самосвалы карьерные,Самосвал №1614,03-CTT-K787,first03-CTT-KD06,first03,03,CTT,03-CTT,KD06,-,KD06,no_data,no_data,Полюс Вернинское,4328,Самосвалы Komatsu HD785-7,нет комментария,нет комментария
476,476,ЭД пост тока ДЭ-812,100000009347,Электродвигатель ДЭ-812 ЧАС,Текущий ремонт,APP1,1100369378,Текущий ремонт,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-04-13,2022-03-08,4,3,перенос в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,ЭД пост тока ДЭ-812,03-RUD-EKSK-OOBR-EX02,1212011220.0,E32_03,Двигатели постоянного тока,100000009136,Экскаватор электрический ЭКГ-10 №1207,E03_02,Экскаваторы электрич,Экскаватор №1207,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX02,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,9327,Экскаваторы,нет комментария,нет комментария
477,477,Самосвал карьерный HD1500-8 №1622,100000006409,Самосвал HD1500-8 №1622,Текущий ремонт,APP1,1100360895,ТР гидросистемы,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-04-13,2022-05-10,4,5,перенос в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD1500-8 №1622,03-CTT-KM02,1213011320.0,E01_01,Самосвалы карьерные,100000006409,Самосвал карьерный HD1500-8 №1622,E01_01,Самосвалы карьерные,Самосвал №1622,03-CTT-K150,first03-CTT-KM02,first03,03,CTT,03-CTT,KM02,-,KM02,no_data,no_data,Полюс Вернинское,7064,Самосвалы Komatsu HD1500-8,нет комментария,нет комментария
478,478,Самосвал карьерный HD1500-8 №1622,100000006409,ТР Самосвал HD1500-8 №1622,Текущий ремонт,APP1,1100381246,ТР Самосвал HD1500-8 №1622,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-04-13,2022-04-18,4,4,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD1500-8 №1622,03-CTT-KM02,1213011320.0,E01_01,Самосвалы карьерные,100000006409,Самосвал карьерный HD1500-8 №1622,E01_01,Самосвалы карьерные,Самосвал №1622,03-CTT-K150,first03-CTT-KM02,first03,03,CTT,03-CTT,KM02,-,KM02,no_data,no_data,Полюс Вернинское,7064,Самосвалы Komatsu HD1500-8,нет комментария,нет комментария
479,479,Самосвал карьерный HD1500-8 №1622,100000006409,Самосвал HD1500-8 №1622 МТЧ,Техническое обслуживание 1,APP1,1100360781,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-04-13,2022-04-18,4,4,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD1500-8 №1622,03-CTT-KM02,1213011320.0,E01_01,Самосвалы карьерные,100000006409,Самосвал карьерный HD1500-8 №1622,E01_01,Самосвалы карьерные,Самосвал №1622,03-CTT-K150,first03-CTT-KM02,first03,03,CTT,03-CTT,KM02,-,KM02,no_data,no_data,Полюс Вернинское,7064,Самосвалы Komatsu HD1500-8,нет комментария,нет комментария
480,480,Экскаватор гидравл. PC2000-8 №1203,100000009138,Экскаватор PC2000-8 №1203,Техническое обслуживание 1,APP1,1100353598,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-04-14,2022-03-24,4,3,перенос в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Экскаватор гидравл. PC2000-8 №1203,03-RUD-EKSK-OOBR-EX01,1212011320.0,E03_01,Экскаваторы гидравлические,100000009138,Экскаватор гидравл. PC2000-8 №1203,E03_01,Экскаваторы гидравли,Экскаватор №1203,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX01,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,9327,Экскаваторы,нет комментария,нет комментария
481,481,Самосвал карьерный БЕЛАЗ-7547 №2446,100000068232,ТО БелАЗ 7451 СЛ №6,Техническое обслуживание 1,APP1,1100368790,ТО-1 БелАЗ 7451 СЛ №6,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-04-14,2022-04-14,4,4,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный БЕЛАЗ-7547 №2446,03-KON-OBSL-OB07,1245112123.0,E01_01,Самосвалы карьерные,100000068232,Самосвал карьерный БЕЛАЗ-7547 №2446,E01_01,Самосвалы карьерные,БелАЗ-7547 №2446,03-KON-OBSL-PBEL,first03-KON-OBSL-OB07,first03,03,KON,03-KON,OBSL,-,OBSL,OB07,no_data,Полюс Вернинское,8165,Самосвалы БелАЗ-7547,нет комментария,нет комментария
482,482,Самосвал карьерный HD1500-8 №1621,100000006408,Самосвал HD1500-8 №1621,Замена,APP1,1100360236,Замена кузова,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-04-14,2022-04-28,4,4,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD1500-8 №1621,03-CTT-KM01,1213011320.0,E01_01,Самосвалы карьерные,100000006408,Самосвал карьерный HD1500-8 №1621,E01_01,Самосвалы карьерные,Самосвал №1621,03-CTT-K150,first03-CTT-KM01,first03,03,CTT,03-CTT,KM01,-,KM01,no_data,no_data,Полюс Вернинское,7064,Самосвалы Komatsu HD1500-8,нет комментария,нет комментария
483,483,Самосвал карьерный HD1500-8 №1621,100000006408,Самосвал HD1500-8 №1621,Текущий ремонт,APP1,1100360707,ТР кузова,ОТКР ПКАЛ ДМНП,ГОД  УТВГ МЕС  УТВМ ГИП  ПТОМ СРОЧ МТРЦ ПЗТГ СГГС,2022-04-14,2022-02-17,4,2,перенос в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD1500-8 №1621,03-CTT-KM01,1213011320.0,E01_01,Самосвалы карьерные,100000006408,Самосвал карьерный HD1500-8 №1621,E01_01,Самосвалы карьерные,Самосвал №1621,03-CTT-K150,first03-CTT-KM01,first03,03,CTT,03-CTT,KM01,-,KM01,no_data,no_data,Полюс Вернинское,7064,Самосвалы Komatsu HD1500-8,Перепланировали также на более ранний период ТР кузова параллельно ЗМН ДВС ( см. выше),сроки поставки запчастей (компонентов)
484,484,Самосвал карьерный HD1500-8 №1621,100000006408,Самосвал HD1500-8 №1621 МТЧ,Техническое обслуживание 4,APP1,1100360320,Техническое обслуживание 4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-04-14,2022-04-28,4,4,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD1500-8 №1621,03-CTT-KM01,1213011320.0,E01_01,Самосвалы карьерные,100000006408,Самосвал карьерный HD1500-8 №1621,E01_01,Самосвалы карьерные,Самосвал №1621,03-CTT-K150,first03-CTT-KM01,first03,03,CTT,03-CTT,KM01,-,KM01,no_data,no_data,Полюс Вернинское,7064,Самосвалы Komatsu HD1500-8,нет комментария,нет комментария
485,485,Экскаватор гидравл. PC2000-8 №1203,100000009138,Экскаватор PC2000-8 №1203,Текущий ремонт 1,APP1,1100353789,ТР1 рабочего оборудования,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-04-14,2022-04-19,4,4,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Экскаватор гидравл. PC2000-8 №1203,03-RUD-EKSK-OOBR-EX01,1212011320.0,E03_01,Экскаваторы гидравлические,100000009138,Экскаватор гидравл. PC2000-8 №1203,E03_01,Экскаваторы гидравли,Экскаватор №1203,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX01,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,9327,Экскаваторы,нет комментария,нет комментария
486,486,Самосвал карьерный HD785-7 №1615,100000008672,Самосвал HD785-7 №1615 МТЧ,Техническое обслуживание 1,APP1,1100359718,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-04-14,2022-04-08,4,4,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD785-7 №1615,03-CTT-KD07,1213011220.0,E01_01,Самосвалы карьерные,100000008672,Самосвал карьерный HD785-7 №1615,E01_01,Самосвалы карьерные,Самосвал №1615,03-CTT-K787,first03-CTT-KD07,first03,03,CTT,03-CTT,KD07,-,KD07,no_data,no_data,Полюс Вернинское,4328,Самосвалы Komatsu HD785-7,нет комментария,нет комментария
487,487,Самосвал карьерный HD1500-8 №1621,100000006408,Самосвал HD1500-8 №1621 МТЧ,Замена,APP1,1100360234,Замена конечных передач,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-04-14,2022-04-28,4,4,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD1500-8 №1621,03-CTT-KM01,1213011320.0,E01_01,Самосвалы карьерные,100000006408,Самосвал карьерный HD1500-8 №1621,E01_01,Самосвалы карьерные,Самосвал №1621,03-CTT-K150,first03-CTT-KM01,first03,03,CTT,03-CTT,KM01,-,KM01,no_data,no_data,Полюс Вернинское,7064,Самосвалы Komatsu HD1500-8,нет комментария,нет комментария
488,488,Экскаватор электрический ЭКГ-10 №1208,100000009137,Экскаватор ЭКГ-10 №1208 МТЧ,Техническое обслуживание 3,APP1,1100354058,Техническое обслуживание 3,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-04-14,2022-04-19,4,4,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Экскаватор электрический ЭКГ-10 №1208,03-RUD-EKSK-OOBR-EX03,1212011220.0,E03_02,Экскаваторы электрические,100000009137,Экскаватор электрический ЭКГ-10 №1208,E03_02,Экскаваторы электрич,Экскаватор №1208,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX03,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,9327,Экскаваторы,нет комментария,нет комментария
