maintanance_job_code,eo_code,maintanance_category_id,maintanance_name,maint_interval,downtime,man_hours,tr_service_interval
100000062379_9,100000062379,tr,ТР,104500.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,104750.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,104750.0,1.2,1.8,
100000008673_9,100000008673,tr,ТР,104750.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,104750.0,20.0,30.0,
100000008673_3,100000008673,to1000,ТО-1000,105000.0,5.5,8.25,
100000062379_3,100000062379,to1000,ТО-1000,105000.0,5.5,8.25,
100000065514_21,100000065514,to1000,ТО-1000,105000.0,6.6,9.9,
100000084396_33,100000084396,to1500,ТО4-1500,105000.0,13.0,19.5,
sl_730_1_51,sl_730_1,to1500,ТО4-1500,105000.0,13.0,19.5,
100000008673_9,100000008673,tr,ТР,105000.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,105000.0,20.0,30.0,
100000084396_37,100000084396,to5000,ТО8-5000,105000.0,20.0,30.0,
sl_730_1_55,sl_730_1,to5000,ТО8-5000,105000.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,105250.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,105250.0,1.2,1.8,
100000008673_9,100000008673,tr,ТР,105250.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,105250.0,20.0,30.0,
100000008673_2,100000008673,to500,ТО-500,105500.0,4.5,6.75,
100000062379_2,100000062379,to500,ТО-500,105500.0,4.5,6.75,
100000065514_20,100000065514,to500,ТО-500,105500.0,5.0,7.5,
100000084396_31,100000084396,to500,ТО2-500,105500.0,11.0,16.5,
sl_730_1_49,sl_730_1,to500,ТО2-500,105500.0,11.0,16.5,
100000008673_9,100000008673,tr,ТР,105500.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,105500.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,105750.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,105750.0,1.2,1.8,
100000008673_9,100000008673,tr,ТР,105750.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,105750.0,20.0,30.0,
100000008673_4,100000008673,to2000,ТО-2000,106000.0,7.7,11.55,
100000062379_4,100000062379,to2000,ТО-2000,106000.0,7.7,11.55,
100000065514_22,100000065514,to2000,ТО-2000,106000.0,9.4,14.1,
100000084396_44,100000084396,lining_partitial,СВч (частичная футеровка),106000.0,12.0,18.0,
sl_730_1_62,sl_730_1,lining_partitial,СВч (частичная футеровка),106000.0,12.0,18.0,
100000084396_34,100000084396,to2000,ТО5-2000,106000.0,14.0,21.0,
sl_730_1_52,sl_730_1,to2000,ТО5-2000,106000.0,14.0,21.0,
100000008673_9,100000008673,tr,ТР,106000.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,106000.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,106250.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,106250.0,1.2,1.8,
100000008673_9,100000008673,tr,ТР,106250.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,106250.0,20.0,30.0,
100000008673_2,100000008673,to500,ТО-500,106500.0,4.5,6.75,
100000062379_2,100000062379,to500,ТО-500,106500.0,4.5,6.75,
100000065514_20,100000065514,to500,ТО-500,106500.0,5.0,7.5,
100000084396_33,100000084396,to1500,ТО4-1500,106500.0,13.0,19.5,
sl_730_1_51,sl_730_1,to1500,ТО4-1500,106500.0,13.0,19.5,
100000008673_9,100000008673,tr,ТР,106500.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,106500.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,106750.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,106750.0,1.2,1.8,
100000008673_9,100000008673,tr,ТР,106750.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,106750.0,20.0,30.0,
100000008673_3,100000008673,to1000,ТО-1000,107000.0,5.5,8.25,
100000062379_3,100000062379,to1000,ТО-1000,107000.0,5.5,8.25,
100000065514_21,100000065514,to1000,ТО-1000,107000.0,6.6,9.9,
100000084396_32,100000084396,to1000,ТО3-1000,107000.0,12.0,18.0,
sl_730_1_50,sl_730_1,to1000,ТО3-1000,107000.0,12.0,18.0,
100000008673_9,100000008673,tr,ТР,107000.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,107000.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,107250.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,107250.0,1.2,1.8,
100000008673_9,100000008673,tr,ТР,107250.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,107250.0,20.0,30.0,
100000008673_2,100000008673,to500,ТО-500,107500.0,4.5,6.75,
100000062379_2,100000062379,to500,ТО-500,107500.0,4.5,6.75,
100000065514_20,100000065514,to500,ТО-500,107500.0,5.0,7.5,
100000084396_35,100000084396,to2500,ТО6-2500,107500.0,19.0,28.5,
sl_730_1_53,sl_730_1,to2500,ТО6-2500,107500.0,19.0,28.5,
100000008673_9,100000008673,tr,ТР,107500.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,107500.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,107750.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,107750.0,1.2,1.8,
100000008673_9,100000008673,tr,ТР,107750.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,107750.0,20.0,30.0,
100000008673_8,100000008673,to_suppl_systems,ТО доп систем,108000.0,10.0,15.0,
100000008673_10,100000008673,tr_suppl_systems,Трдоп.сист.,108000.0,10.0,15.0,
100000062379_8,100000062379,to_suppl_systems,ТО доп систем,108000.0,10.0,15.0,
100000062379_10,100000062379,tr_suppl_systems,Трдоп.сист.,108000.0,10.0,15.0,
100000084396_44,100000084396,lining_partitial,СВч (частичная футеровка),108000.0,12.0,18.0,
sl_730_1_62,sl_730_1,lining_partitial,СВч (частичная футеровка),108000.0,12.0,18.0,
100000084396_33,100000084396,to1500,ТО4-1500,108000.0,13.0,19.5,
sl_730_1_51,sl_730_1,to1500,ТО4-1500,108000.0,13.0,19.5,
100000008673_7,100000008673,to12000,ТО-12000,108000.0,13.9,20.85,
100000062379_7,100000062379,to12000,ТО-12000,108000.0,13.9,20.85,
100000065514_25,100000065514,to12000,ТО-12000,108000.0,17.8,26.7,
100000084396_36,100000084396,to4000,ТО7-4000,108000.0,19.5,29.25,
sl_730_1_54,sl_730_1,to4000,ТО7-4000,108000.0,19.5,29.25,
100000008673_9,100000008673,tr,ТР,108000.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,108000.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,108250.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,108250.0,1.2,1.8,
100000008673_9,100000008673,tr,ТР,108250.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,108250.0,20.0,30.0,
100000008673_2,100000008673,to500,ТО-500,108500.0,4.5,6.75,
100000062379_2,100000062379,to500,ТО-500,108500.0,4.5,6.75,
100000065514_20,100000065514,to500,ТО-500,108500.0,5.0,7.5,
100000084396_31,100000084396,to500,ТО2-500,108500.0,11.0,16.5,
sl_730_1_49,sl_730_1,to500,ТО2-500,108500.0,11.0,16.5,
100000008673_9,100000008673,tr,ТР,108500.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,108500.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,108750.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,108750.0,1.2,1.8,
100000008673_9,100000008673,tr,ТР,108750.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,108750.0,20.0,30.0,
100000008673_3,100000008673,to1000,ТО-1000,109000.0,5.5,8.25,
100000062379_3,100000062379,to1000,ТО-1000,109000.0,5.5,8.25,
100000065514_21,100000065514,to1000,ТО-1000,109000.0,6.6,9.9,
100000084396_32,100000084396,to1000,ТО3-1000,109000.0,12.0,18.0,
sl_730_1_50,sl_730_1,to1000,ТО3-1000,109000.0,12.0,18.0,
100000008673_9,100000008673,tr,ТР,109000.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,109000.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,109250.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,109250.0,1.2,1.8,
100000008673_9,100000008673,tr,ТР,109250.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,109250.0,20.0,30.0,
100000008673_2,100000008673,to500,ТО-500,109500.0,4.5,6.75,
100000062379_2,100000062379,to500,ТО-500,109500.0,4.5,6.75,
100000065514_20,100000065514,to500,ТО-500,109500.0,5.0,7.5,
100000084396_33,100000084396,to1500,ТО4-1500,109500.0,13.0,19.5,
sl_730_1_51,sl_730_1,to1500,ТО4-1500,109500.0,13.0,19.5,
100000008673_9,100000008673,tr,ТР,109500.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,109500.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,109750.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,109750.0,1.2,1.8,
100000008673_9,100000008673,tr,ТР,109750.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,109750.0,20.0,30.0,
100000065514_22,100000065514,to2000,ТО-2000,110000.0,9.4,14.1,
100000008673_9,100000008673,tr,ТР,110000.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,110000.0,20.0,30.0,
100000084396_45,100000084396,lining_full,СВп (полная футеровка),110000.0,48.0,72.0,
sl_730_1_63,sl_730_1,lining_full,СВп (полная футеровка),110000.0,48.0,72.0,
100000008673_11,100000008673,tr_middle,Трсред,110000.0,282.0,423.0,
100000062379_11,100000062379,tr_middle,Трсред,110000.0,282.0,423.0,
100000065514_26,100000065514,tr_middle,Трсред,110000.0,283.0,424.5,
100000084396_46,100000084396,overhaul_total,КР,110000.0,650.0,975.0,
sl_730_1_64,sl_730_1,overhaul_total,КР,110000.0,650.0,975.0,
100000084396_30,100000084396,to250,ТО1-250,110250.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,110250.0,1.2,1.8,
100000008673_9,100000008673,tr,ТР,110250.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,110250.0,20.0,30.0,
100000008673_2,100000008673,to500,ТО-500,110500.0,4.5,6.75,
100000062379_2,100000062379,to500,ТО-500,110500.0,4.5,6.75,
100000065514_20,100000065514,to500,ТО-500,110500.0,5.0,7.5,
100000084396_31,100000084396,to500,ТО2-500,110500.0,11.0,16.5,
sl_730_1_49,sl_730_1,to500,ТО2-500,110500.0,11.0,16.5,
100000008673_9,100000008673,tr,ТР,110500.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,110500.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,110750.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,110750.0,1.2,1.8,
100000008673_9,100000008673,tr,ТР,110750.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,110750.0,20.0,30.0,
100000008673_3,100000008673,to1000,ТО-1000,111000.0,5.5,8.25,
100000062379_3,100000062379,to1000,ТО-1000,111000.0,5.5,8.25,
100000065514_21,100000065514,to1000,ТО-1000,111000.0,6.6,9.9,
100000084396_32,100000084396,to1000,ТО3-1000,111000.0,12.0,18.0,
sl_730_1_50,sl_730_1,to1000,ТО3-1000,111000.0,12.0,18.0,
100000084396_33,100000084396,to1500,ТО4-1500,111000.0,13.0,19.5,
sl_730_1_51,sl_730_1,to1500,ТО4-1500,111000.0,13.0,19.5,
100000008673_9,100000008673,tr,ТР,111000.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,111000.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,111250.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,111250.0,1.2,1.8,
100000008673_9,100000008673,tr,ТР,111250.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,111250.0,20.0,30.0,
100000008673_2,100000008673,to500,ТО-500,111500.0,4.5,6.75,
100000062379_2,100000062379,to500,ТО-500,111500.0,4.5,6.75,
100000065514_20,100000065514,to500,ТО-500,111500.0,5.0,7.5,
100000084396_31,100000084396,to500,ТО2-500,111500.0,11.0,16.5,
sl_730_1_49,sl_730_1,to500,ТО2-500,111500.0,11.0,16.5,
100000008673_9,100000008673,tr,ТР,111500.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,111500.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,111750.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,111750.0,1.2,1.8,
100000008673_9,100000008673,tr,ТР,111750.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,111750.0,20.0,30.0,
100000008673_8,100000008673,to_suppl_systems,ТО доп систем,112000.0,10.0,15.0,
100000008673_10,100000008673,tr_suppl_systems,Трдоп.сист.,112000.0,10.0,15.0,
100000062379_8,100000062379,to_suppl_systems,ТО доп систем,112000.0,10.0,15.0,
100000062379_10,100000062379,tr_suppl_systems,Трдоп.сист.,112000.0,10.0,15.0,
100000084396_44,100000084396,lining_partitial,СВч (частичная футеровка),112000.0,12.0,18.0,
sl_730_1_62,sl_730_1,lining_partitial,СВч (частичная футеровка),112000.0,12.0,18.0,
100000008673_5,100000008673,to4000,ТО-4000,112000.0,12.9,19.35,
100000062379_5,100000062379,to4000,ТО-4000,112000.0,12.9,19.35,
100000065514_23,100000065514,to4000,ТО-4000,112000.0,16.8,25.2,
100000008673_9,100000008673,tr,ТР,112000.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,112000.0,20.0,30.0,
100000084396_38,100000084396,to8000,ТО9-8000,112000.0,23.0,34.5,
sl_730_1_56,sl_730_1,to8000,ТО9-8000,112000.0,23.0,34.5,
100000084396_30,100000084396,to250,ТО1-250,112250.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,112250.0,1.2,1.8,
100000008673_9,100000008673,tr,ТР,112250.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,112250.0,20.0,30.0,
100000008673_2,100000008673,to500,ТО-500,112500.0,4.5,6.75,
100000062379_2,100000062379,to500,ТО-500,112500.0,4.5,6.75,
100000065514_20,100000065514,to500,ТО-500,112500.0,5.0,7.5,
100000084396_33,100000084396,to1500,ТО4-1500,112500.0,13.0,19.5,
sl_730_1_51,sl_730_1,to1500,ТО4-1500,112500.0,13.0,19.5,
100000084396_35,100000084396,to2500,ТО6-2500,112500.0,19.0,28.5,
sl_730_1_53,sl_730_1,to2500,ТО6-2500,112500.0,19.0,28.5,
100000008673_9,100000008673,tr,ТР,112500.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,112500.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,112750.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,112750.0,1.2,1.8,
100000008673_9,100000008673,tr,ТР,112750.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,112750.0,20.0,30.0,
100000008673_3,100000008673,to1000,ТО-1000,113000.0,5.5,8.25,
100000062379_3,100000062379,to1000,ТО-1000,113000.0,5.5,8.25,
100000065514_21,100000065514,to1000,ТО-1000,113000.0,6.6,9.9,
100000084396_32,100000084396,to1000,ТО3-1000,113000.0,12.0,18.0,
sl_730_1_50,sl_730_1,to1000,ТО3-1000,113000.0,12.0,18.0,
100000008673_9,100000008673,tr,ТР,113000.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,113000.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,113250.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,113250.0,1.2,1.8,
100000008673_9,100000008673,tr,ТР,113250.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,113250.0,20.0,30.0,
100000008673_2,100000008673,to500,ТО-500,113500.0,4.5,6.75,
100000062379_2,100000062379,to500,ТО-500,113500.0,4.5,6.75,
100000065514_20,100000065514,to500,ТО-500,113500.0,5.0,7.5,
100000084396_31,100000084396,to500,ТО2-500,113500.0,11.0,16.5,
sl_730_1_49,sl_730_1,to500,ТО2-500,113500.0,11.0,16.5,
100000008673_9,100000008673,tr,ТР,113500.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,113500.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,113750.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,113750.0,1.2,1.8,
100000008673_9,100000008673,tr,ТР,113750.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,113750.0,20.0,30.0,
100000008673_6,100000008673,to6000,ТО-6000,114000.0,8.8,13.2,
100000062379_6,100000062379,to6000,ТО-6000,114000.0,8.8,13.2,
100000065514_24,100000065514,to6000,ТО-6000,114000.0,10.9,16.35,
100000084396_44,100000084396,lining_partitial,СВч (частичная футеровка),114000.0,12.0,18.0,
sl_730_1_62,sl_730_1,lining_partitial,СВч (частичная футеровка),114000.0,12.0,18.0,
100000084396_33,100000084396,to1500,ТО4-1500,114000.0,13.0,19.5,
sl_730_1_51,sl_730_1,to1500,ТО4-1500,114000.0,13.0,19.5,
100000084396_34,100000084396,to2000,ТО5-2000,114000.0,14.0,21.0,
sl_730_1_52,sl_730_1,to2000,ТО5-2000,114000.0,14.0,21.0,
100000008673_9,100000008673,tr,ТР,114000.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,114000.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,114250.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,114250.0,1.2,1.8,
100000008673_9,100000008673,tr,ТР,114250.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,114250.0,20.0,30.0,
100000008673_2,100000008673,to500,ТО-500,114500.0,4.5,6.75,
100000062379_2,100000062379,to500,ТО-500,114500.0,4.5,6.75,
100000065514_20,100000065514,to500,ТО-500,114500.0,5.0,7.5,
100000084396_31,100000084396,to500,ТО2-500,114500.0,11.0,16.5,
sl_730_1_49,sl_730_1,to500,ТО2-500,114500.0,11.0,16.5,
100000008673_9,100000008673,tr,ТР,114500.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,114500.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,114750.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,114750.0,1.2,1.8,
100000008673_9,100000008673,tr,ТР,114750.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,114750.0,20.0,30.0,
100000008673_3,100000008673,to1000,ТО-1000,115000.0,5.5,8.25,
100000062379_3,100000062379,to1000,ТО-1000,115000.0,5.5,8.25,
100000065514_21,100000065514,to1000,ТО-1000,115000.0,6.6,9.9,
100000008673_9,100000008673,tr,ТР,115000.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,115000.0,20.0,30.0,
100000084396_37,100000084396,to5000,ТО8-5000,115000.0,20.0,30.0,
sl_730_1_55,sl_730_1,to5000,ТО8-5000,115000.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,115250.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,115250.0,1.2,1.8,
100000008673_9,100000008673,tr,ТР,115250.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,115250.0,20.0,30.0,
100000008673_2,100000008673,to500,ТО-500,115500.0,4.5,6.75,
100000062379_2,100000062379,to500,ТО-500,115500.0,4.5,6.75,
100000065514_20,100000065514,to500,ТО-500,115500.0,5.0,7.5,
100000084396_33,100000084396,to1500,ТО4-1500,115500.0,13.0,19.5,
sl_730_1_51,sl_730_1,to1500,ТО4-1500,115500.0,13.0,19.5,
100000008673_9,100000008673,tr,ТР,115500.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,115500.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,115750.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,115750.0,1.2,1.8,
100000008673_9,100000008673,tr,ТР,115750.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,115750.0,20.0,30.0,
100000008673_8,100000008673,to_suppl_systems,ТО доп систем,116000.0,10.0,15.0,
100000008673_10,100000008673,tr_suppl_systems,Трдоп.сист.,116000.0,10.0,15.0,
100000062379_8,100000062379,to_suppl_systems,ТО доп систем,116000.0,10.0,15.0,
100000062379_10,100000062379,tr_suppl_systems,Трдоп.сист.,116000.0,10.0,15.0,
100000084396_44,100000084396,lining_partitial,СВч (частичная футеровка),116000.0,12.0,18.0,
sl_730_1_62,sl_730_1,lining_partitial,СВч (частичная футеровка),116000.0,12.0,18.0,
100000008673_5,100000008673,to4000,ТО-4000,116000.0,12.9,19.35,
100000062379_5,100000062379,to4000,ТО-4000,116000.0,12.9,19.35,
100000065514_23,100000065514,to4000,ТО-4000,116000.0,16.8,25.2,
100000084396_36,100000084396,to4000,ТО7-4000,116000.0,19.5,29.25,
sl_730_1_54,sl_730_1,to4000,ТО7-4000,116000.0,19.5,29.25,
100000008673_9,100000008673,tr,ТР,116000.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,116000.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,116250.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,116250.0,1.2,1.8,
100000008673_9,100000008673,tr,ТР,116250.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,116250.0,20.0,30.0,
100000008673_2,100000008673,to500,ТО-500,116500.0,4.5,6.75,
100000062379_2,100000062379,to500,ТО-500,116500.0,4.5,6.75,
100000065514_20,100000065514,to500,ТО-500,116500.0,5.0,7.5,
100000084396_31,100000084396,to500,ТО2-500,116500.0,11.0,16.5,
sl_730_1_49,sl_730_1,to500,ТО2-500,116500.0,11.0,16.5,
100000008673_9,100000008673,tr,ТР,116500.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,116500.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,116750.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,116750.0,1.2,1.8,
100000008673_9,100000008673,tr,ТР,116750.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,116750.0,20.0,30.0,
100000008673_3,100000008673,to1000,ТО-1000,117000.0,5.5,8.25,
100000062379_3,100000062379,to1000,ТО-1000,117000.0,5.5,8.25,
100000065514_21,100000065514,to1000,ТО-1000,117000.0,6.6,9.9,
100000084396_32,100000084396,to1000,ТО3-1000,117000.0,12.0,18.0,
sl_730_1_50,sl_730_1,to1000,ТО3-1000,117000.0,12.0,18.0,
100000084396_33,100000084396,to1500,ТО4-1500,117000.0,13.0,19.5,
sl_730_1_51,sl_730_1,to1500,ТО4-1500,117000.0,13.0,19.5,
100000008673_9,100000008673,tr,ТР,117000.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,117000.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,117250.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,117250.0,1.2,1.8,
100000008673_9,100000008673,tr,ТР,117250.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,117250.0,20.0,30.0,
100000008673_2,100000008673,to500,ТО-500,117500.0,4.5,6.75,
100000062379_2,100000062379,to500,ТО-500,117500.0,4.5,6.75,
100000065514_20,100000065514,to500,ТО-500,117500.0,5.0,7.5,
100000084396_35,100000084396,to2500,ТО6-2500,117500.0,19.0,28.5,
sl_730_1_53,sl_730_1,to2500,ТО6-2500,117500.0,19.0,28.5,
100000008673_9,100000008673,tr,ТР,117500.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,117500.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,117750.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,117750.0,1.2,1.8,
100000008673_9,100000008673,tr,ТР,117750.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,117750.0,20.0,30.0,
100000008673_4,100000008673,to2000,ТО-2000,118000.0,7.7,11.55,
100000062379_4,100000062379,to2000,ТО-2000,118000.0,7.7,11.55,
100000065514_22,100000065514,to2000,ТО-2000,118000.0,9.4,14.1,
100000084396_44,100000084396,lining_partitial,СВч (частичная футеровка),118000.0,12.0,18.0,
sl_730_1_62,sl_730_1,lining_partitial,СВч (частичная футеровка),118000.0,12.0,18.0,
100000084396_34,100000084396,to2000,ТО5-2000,118000.0,14.0,21.0,
sl_730_1_52,sl_730_1,to2000,ТО5-2000,118000.0,14.0,21.0,
100000008673_9,100000008673,tr,ТР,118000.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,118000.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,118250.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,118250.0,1.2,1.8,
100000008673_9,100000008673,tr,ТР,118250.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,118250.0,20.0,30.0,
100000008673_2,100000008673,to500,ТО-500,118500.0,4.5,6.75,
100000062379_2,100000062379,to500,ТО-500,118500.0,4.5,6.75,
100000065514_20,100000065514,to500,ТО-500,118500.0,5.0,7.5,
100000084396_33,100000084396,to1500,ТО4-1500,118500.0,13.0,19.5,
sl_730_1_51,sl_730_1,to1500,ТО4-1500,118500.0,13.0,19.5,
100000008673_9,100000008673,tr,ТР,118500.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,118500.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,118750.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,118750.0,1.2,1.8,
100000008673_9,100000008673,tr,ТР,118750.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,118750.0,20.0,30.0,
100000008673_3,100000008673,to1000,ТО-1000,119000.0,5.5,8.25,
100000062379_3,100000062379,to1000,ТО-1000,119000.0,5.5,8.25,
100000065514_21,100000065514,to1000,ТО-1000,119000.0,6.6,9.9,
100000084396_32,100000084396,to1000,ТО3-1000,119000.0,12.0,18.0,
sl_730_1_50,sl_730_1,to1000,ТО3-1000,119000.0,12.0,18.0,
100000008673_9,100000008673,tr,ТР,119000.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,119000.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,119250.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,119250.0,1.2,1.8,
100000008673_9,100000008673,tr,ТР,119250.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,119250.0,20.0,30.0,
100000008673_2,100000008673,to500,ТО-500,119500.0,4.5,6.75,
100000062379_2,100000062379,to500,ТО-500,119500.0,4.5,6.75,
100000065514_20,100000065514,to500,ТО-500,119500.0,5.0,7.5,
100000084396_31,100000084396,to500,ТО2-500,119500.0,11.0,16.5,
sl_730_1_49,sl_730_1,to500,ТО2-500,119500.0,11.0,16.5,
100000008673_9,100000008673,tr,ТР,119500.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,119500.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,119750.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,119750.0,1.2,1.8,
100000008673_9,100000008673,tr,ТР,119750.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,119750.0,20.0,30.0,
100000008673_8,100000008673,to_suppl_systems,ТО доп систем,120000.0,10.0,15.0,
100000062379_8,100000062379,to_suppl_systems,ТО доп систем,120000.0,10.0,15.0,
100000084396_33,100000084396,to1500,ТО4-1500,120000.0,13.0,19.5,
sl_730_1_51,sl_730_1,to1500,ТО4-1500,120000.0,13.0,19.5,
100000008673_7,100000008673,to12000,ТО-12000,120000.0,13.9,20.85,
