Планир. завод,ГрупПлановик,Сообщение,Вид заказа,Вид работы ТОРО,ВремяРемПростояЗкз,БазисСрокНачала,БазисСрокКонца,Заказ,Ссылочная дата,Ссылочное время,Дата изменения,Рабочее место,Резерв./заявка,Тип заказа,ПроизвУчасток,БЕ,Дата ввода,ПоказанСчетчика,Факт. деблокир.,ФактичСрокКонца,Факт.окончание,Общий расчет,ОбщЗатраты/факт,ОбщЗатраты/план,ЗапланКонец,БазисВремяКонца,Конец: время,Бизнес-сфера,ФактСрокНачала,ЗапланНачало,ФактНчл/Врем,Время начала,Время начала,История с,СхемаКальк,ТоргДокумент,Позиция,КЕ,Ответств. МВЗ,Ведущий заказ,Метка удаления,ДатаЗаверш,ЕстьПодробТекст,ВышестоящЗаказ,Базисная ЕИ,Количество,Помещение,Имя списка,Плановая дата,Номер объекта,СписОбъект,ГрПлан/Техкарта,ИндПланирЗаказа,СчтГрупТехкарт,Группа,Почтовый индекс,МВП,Приоритет,СПП-элемент,Регион,Ревизия,Серийный номер,Материал,НазвСервПродукт,СервиснПродукт,Сектор,Сектор - Сбыт,Местоположение,Улица,ЗаводРасплТехОб,ПредварЗатраты,ПользовСтатус,Группа сбыта,СбытовОрганизац,СбытовОрганизац - Сб,ВышестОперация,Канал сбыта,Канал сбыта - Сбыт,Валюта,ПозПредупрТОРО,ПланПредупрТОРО,Завод,Код надбавки,Ид. причины,Причина корр-ки,ИндНаличПрикрДокум,ИмеютсяНеСоглЗапросы,ПериодРемCAPEX(мес),Класс ЕО,ПрочиеФакт,ПрочиеПлан,БюджетФактИтог,БюджетПланИтог,МТР ФактИтог,МТР ПланИтог,Стоимость новой ЕО,ТЗРФакт,ТЗРПлан,ОбщееВремяПростояЗкз,ОборудованиеНаГарант,Инд. статуса «ФИКС»,Отв. сотрудн. таб. №,НаименованиеКлассаЕО,МТРподр,НеобходимНарядДопуск,СтатВыдачиРазрешений,СистСтатСообщТОРО,КапитализирРемонт,Исходная стоимость,Дефицит,Требуемая стоимость,СППДефицит,%СтоимРемФСтоимНовЕО,%СтоимРемПСтоимНовЕО,СистСтатус,ВремяРемПростояТК,ОбщееВремяПростояТК,ВремяТехнПростояТК,Заказано УСО,Описание,Краткий текст,СистемнСтатус,Отв. сотрудник ФИО,ПользСтатус,ОбщСумма (План),ОбщаяСумма(Фкт),ФОТПлан,ФОТФакт,МатериалыПлан,МатериалыФакт,ЗапчастиПлан,ЗапчастиФакт,УСОПоРемонтуПлан,УСОПоРемонтуФакт,Ед. оборудов.,Техместо,Описание,СПП-ЗаголЗаказа,Отв. раб.место,МВЗ,ВремяТехнПростояЗкз,Фактический простой,Принято УСО,ПредвЗарегистрирУСО
1200,100,7100370959,APP1,ТО3,"12,00",9/13/2022,9/13/2022,1100368834,9/13/2022,09:00:00,12/9/2021,,2,30,,1200,2/10/2021,,,,00:00:00,"0,00","0,00","135 456,57",9/13/2022,21:00:00,21:00:00,1200,,9/13/2022,00:00:00,09:00:00,09:00:00,,PP-PC1,,000000,1000,,,,,,,,"0,000",,,9/13/2022,OR001100368834,469 548,100,1,О3,M0003986,,,3,,,,,,,,,,,,1200,"0,00",СГГС ГИП  ГОД  МТРЦ ТКБЕ УТВГ УТВП,,,,,,,RUB,161548,100000060161,1200,,,,,,0,E01_01,"0,00","0,00","0,00","53 625,69","0,00","53 625,69","0,00","0,00","0,00","12,00",,,,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,"0,00","0,00","0,00",,0,0,ОТКР ПКАЛ ДМНП,"12,00","12,00","0,00","0,00",Самосвал карьерный БЕЛАЗ-7547 №2441,ТО-3 БелАЗ 7547 №1 СЛ,ОТКР ДМНП ПКАЛ,,СГГС ГОД УТВГ УТВП ГИП МТРЦ ТКБЕ,"135 456,57","0,00","81 830,88","0,00","48 762,34","0,00","4 863,35","0,00","0,00","0,00",100000068227,03-KON-OBSL-OB02,БелАЗ-7547 №2441,LT-1200-2022-4-024-02,C-VEROGM,1245112123,"0,00","0,00","0,00","0,00"
1200,100,7100370930,APP1,ТО1,"6,00",9/25/2022,9/25/2022,1100368805,9/25/2022,09:00:00,12/9/2021,,2,30,,1200,2/10/2021,,,,00:00:00,"0,00","0,00","53 314,82",9/25/2022,15:00:00,15:00:00,1200,,9/25/2022,00:00:00,09:00:00,09:00:00,,PP-PC1,,000000,1000,,,,,,,,"0,000",,,9/25/2022,OR001100368805,469 519,100,1,О1,M0003986,,,3,,,,,,,,,,,,1200,"0,00",СГГС ГИП  ГОД  МТРЦ ТКБЕ УТВГ УТВП,,,,,,,RUB,161546,100000060161,1200,,,,,,0,E01_01,"0,00","0,00","0,00","12 399,38","0,00","12 399,38","0,00","0,00","0,00","6,00",,,,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,"0,00","0,00","0,00",,0,0,ОТКР ПКАЛ ДМНП,"6,00","6,00","0,00","0,00",Самосвал карьерный БЕЛАЗ-7547 №2441,ТО-1 БелАЗ 7547 №1 СЛ,ОТКР ДМНП ПКАЛ,,СГГС ГОД УТВГ УТВП ГИП МТРЦ ТКБЕ,"53 314,82","0,00","40 915,44","0,00","11 938,86","0,00","460,52","0,00","0,00","0,00",100000068227,03-KON-OBSL-OB02,БелАЗ-7547 №2441,LT-1200-2022-4-024-02,C-VEROGM,1245112123,"0,00","0,00","0,00","0,00"
1200,100,7100370950,APP1,ТО2,"8,00",10/7/2022,10/7/2022,1100368825,10/7/2022,09:00:00,1/11/2022,,2,30,,1200,2/10/2021,,,,00:00:00,"0,00","0,00","73 829,91",10/7/2022,17:00:00,17:00:00,1200,,10/7/2022,00:00:00,09:00:00,09:00:00,,PP-PC1,,000000,1000,,,,,,,,"0,000",,,10/7/2022,OR001100368825,469 540,100,1,О2,M0003986,,,3,,,,,,,,,,,,1200,"0,00",СГГС ГИП  ГОД  МТРЦ ТКБЕ УТВГ УТВП,,,,,,,RUB,161547,100000060161,1200,,,,,,0,E01_01,"0,00","0,00","0,00","19 275,99","0,00","19 275,99","0,00","0,00","0,00","8,00",,,,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,"0,00","0,00","0,00",,0,0,ОТКР ПКАЛ ДМНП,"8,00","8,00","0,00","0,00",Самосвал карьерный БЕЛАЗ-7547 №2441,ТО-2 БелАЗ 7547 №1 СЛ,ОТКР ДМНП ПКАЛ,,СГГС ГОД УТВГ УТВП ГИП МТРЦ ТКБЕ,"73 829,91","0,00","54 553,92","0,00","14 412,64","0,00","4 863,35","0,00","0,00","0,00",100000068227,03-KON-OBSL-OB02,БелАЗ-7547 №2441,LT-1200-2022-4-024-02,C-VEROGM,1245112123,"0,00","0,00","0,00","0,00"
1200,100,7100370932,APP1,ТО1,"6,00",10/19/2022,10/19/2022,1100368807,10/19/2022,09:00:00,12/9/2021,,2,30,,1200,2/10/2021,,,,00:00:00,"0,00","0,00","53 314,82",10/19/2022,15:00:00,15:00:00,1200,,10/19/2022,00:00:00,09:00:00,09:00:00,,PP-PC1,,000000,1000,,,,,,,,"0,000",,,10/19/2022,OR001100368807,469 521,100,1,О1,M0003986,,,3,,,,,,,,,,,,1200,"0,00",СГГС ГИП  ГОД  МТРЦ ТКБЕ УТВГ УТВП,,,,,,,RUB,161546,100000060161,1200,,,,,,0,E01_01,"0,00","0,00","0,00","12 399,38","0,00","12 399,38","0,00","0,00","0,00","6,00",,,,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,"0,00","0,00","0,00",,0,0,ОТКР ПКАЛ ДМНП,"6,00","6,00","0,00","0,00",Самосвал карьерный БЕЛАЗ-7547 №2441,ТО-1 БелАЗ 7547 №1 СЛ,ОТКР ДМНП ПКАЛ,,СГГС ГОД УТВГ УТВП ГИП МТРЦ ТКБЕ,"53 314,82","0,00","40 915,44","0,00","11 938,86","0,00","460,52","0,00","0,00","0,00",100000068227,03-KON-OBSL-OB02,БелАЗ-7547 №2441,LT-1200-2022-4-024-02,C-VEROGM,1245112123,"0,00","0,00","0,00","0,00"
1200,100,7100370968,APP1,ТО4,"24,00",10/31/2022,11/1/2022,1100368843,10/31/2022,09:00:00,12/9/2021,,2,30,,1200,2/10/2021,,,,00:00:00,"0,00","0,00","187 629,61",11/1/2022,09:00:00,09:00:00,1200,,10/31/2022,00:00:00,09:00:00,09:00:00,,PP-PC1,,000000,1000,,,,,,,,"0,000",,,10/31/2022,OR001100368843,469 557,100,1,О4,M0003986,,,3,,,,,,,,,,,,1200,"0,00",СГГС ГИП  ГОД  МТРЦ ТКБЕ УТВГ УТВП,,,,,,,RUB,162330,100000060161,1200,,,,,,0,E01_01,"0,00","0,00","0,00","23 967,85","0,00","23 967,85","0,00","0,00","0,00","24,00",,,,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,"0,00","0,00","0,00",,0,0,ОТКР ПКАЛ ДМНП,"24,00","24,00","0,00","0,00",Самосвал карьерный БЕЛАЗ-7547 №2441,ТО-4 БелАЗ 7547 №1 СЛ,ОТКР ДМНП ПКАЛ,,СГГС ГОД УТВГ УТВП ГИП МТРЦ ТКБЕ,"187 629,61","0,00","163 661,76","0,00","16 538,00","0,00","7 429,85","0,00","0,00","0,00",100000068227,03-KON-OBSL-OB02,БелАЗ-7547 №2441,LT-1200-2022-4-024-02,C-VEROGM,1245112123,"0,00","0,00","0,00","0,00"
1200,100,7100370934,APP1,ТО1,"6,00",11/13/2022,11/13/2022,1100368809,11/13/2022,09:00:00,12/9/2021,,2,30,,1200,2/10/2021,,,,00:00:00,"0,00","0,00","53 314,82",11/13/2022,15:00:00,15:00:00,1200,,11/13/2022,00:00:00,09:00:00,09:00:00,,PP-PC1,,000000,1000,,,,,,,,"0,000",,,11/13/2022,OR001100368809,469 523,100,1,О1,M0003986,,,3,,,,,,,,,,,,1200,"0,00",СГГС ГИП  ГОД  МТРЦ ТКБЕ УТВГ УТВП,,,,,,,RUB,161546,100000060161,1200,,,,,,0,E01_01,"0,00","0,00","0,00","12 399,38","0,00","12 399,38","0,00","0,00","0,00","6,00",,,,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,"0,00","0,00","0,00",,0,0,ОТКР ПКАЛ ДМНП,"6,00","6,00","0,00","0,00",Самосвал карьерный БЕЛАЗ-7547 №2441,ТО-1 БелАЗ 7547 №1 СЛ,ОТКР ДМНП ПКАЛ,,СГГС ГОД УТВГ УТВП ГИП МТРЦ ТКБЕ,"53 314,82","0,00","40 915,44","0,00","11 938,86","0,00","460,52","0,00","0,00","0,00",100000068227,03-KON-OBSL-OB02,БелАЗ-7547 №2441,LT-1200-2022-4-024-02,C-VEROGM,1245112123,"0,00","0,00","0,00","0,00"
1200,100,7100370953,APP1,ТО2,"8,00",11/25/2022,11/25/2022,1100368828,11/25/2022,09:00:00,12/9/2021,,2,30,,1200,2/10/2021,,,,00:00:00,"0,00","0,00","74 468,07",11/25/2022,17:00:00,17:00:00,1200,,11/25/2022,00:00:00,09:00:00,09:00:00,,PP-PC1,,000000,1000,,,,,,,,"0,000",,,11/25/2022,OR001100368828,469 542,100,1,О2,M0003986,,,3,,,,,,,,,,,,1200,"0,00",СГГС ГИП  ГОД  МТРЦ ТКБЕ УТВГ УТВП,,,,,,,RUB,161547,100000060161,1200,,,,,,0,E01_01,"0,00","0,00","0,00","19 914,15","0,00","19 914,15","0,00","0,00","0,00","8,00",,,,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,"0,00","0,00","0,00",,0,0,ОТКР ПКАЛ ДМНП,"8,00","8,00","0,00","0,00",Самосвал карьерный БЕЛАЗ-7547 №2441,ТО-2 БелАЗ 7547 №1 СЛ,ОТКР ДМНП ПКАЛ,,СГГС ГОД УТВГ УТВП ГИП МТРЦ ТКБЕ,"74 468,07","0,00","54 553,92","0,00","15 050,80","0,00","4 863,35","0,00","0,00","0,00",100000068227,03-KON-OBSL-OB02,БелАЗ-7547 №2441,LT-1200-2022-4-024-02,C-VEROGM,1245112123,"0,00","0,00","0,00","0,00"
1200,100,7100370936,APP1,ТО1,"6,00",12/7/2022,12/7/2022,1100368811,12/7/2022,09:00:00,12/9/2021,,2,30,,1200,2/10/2021,,,,00:00:00,"0,00","0,00","53 314,82",12/7/2022,15:00:00,15:00:00,1200,,12/7/2022,00:00:00,09:00:00,09:00:00,,PP-PC1,,000000,1000,,,,,,,,"0,000",,,12/7/2022,OR001100368811,469 525,100,1,О1,M0003986,,,3,,,,,,,,,,,,1200,"0,00",СГГС ГИП  ГОД  МТРЦ ТКБЕ УТВГ УТВП,,,,,,,RUB,161546,100000060161,1200,,,,,,0,E01_01,"0,00","0,00","0,00","12 399,38","0,00","12 399,38","0,00","0,00","0,00","6,00",,,,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,"0,00","0,00","0,00",,0,0,ОТКР ПКАЛ ДМНП,"6,00","6,00","0,00","0,00",Самосвал карьерный БЕЛАЗ-7547 №2441,ТО-1 БелАЗ 7547 №1 СЛ,ОТКР ДМНП ПКАЛ,,СГГС ГОД УТВГ УТВП ГИП МТРЦ ТКБЕ,"53 314,82","0,00","40 915,44","0,00","11 938,86","0,00","460,52","0,00","0,00","0,00",100000068227,03-KON-OBSL-OB02,БелАЗ-7547 №2441,LT-1200-2022-4-024-02,C-VEROGM,1245112123,"0,00","0,00","0,00","0,00"
1200,100,7100370961,APP1,ТО3,"12,00",12/19/2022,12/19/2022,1100368836,12/19/2022,09:00:00,12/9/2021,,2,30,,1200,2/10/2021,,,,00:00:00,"0,00","0,00","136 094,73",12/19/2022,21:00:00,21:00:00,1200,,12/19/2022,00:00:00,09:00:00,09:00:00,,PP-PC1,,000000,1000,,,,,,,,"0,000",,,12/19/2022,OR001100368836,469 550,100,1,О3,M0003986,,,3,,,,,,,,,,,,1200,"0,00",СГГС ГИП  ГОД  МТРЦ ТКБЕ УТВГ УТВП,,,,,,,RUB,161548,100000060161,1200,,,,,,0,E01_01,"0,00","0,00","0,00","54 263,85","0,00","54 263,85","0,00","0,00","0,00","12,00",,,,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,"0,00","0,00","0,00",,0,0,ОТКР ПКАЛ ДМНП,"12,00","12,00","0,00","0,00",Самосвал карьерный БЕЛАЗ-7547 №2441,ТО-3 БелАЗ 7547 №1 СЛ,ОТКР ДМНП ПКАЛ,,СГГС ГОД УТВГ УТВП ГИП МТРЦ ТКБЕ,"136 094,73","0,00","81 830,88","0,00","49 400,50","0,00","4 863,35","0,00","0,00","0,00",100000068227,03-KON-OBSL-OB02,БелАЗ-7547 №2441,LT-1200-2022-4-024-02,C-VEROGM,1245112123,"0,00","0,00","0,00","0,00"
1200,100,7100370938,APP1,ТО1,"6,00",12/31/2022,12/31/2022,1100368813,12/31/2022,09:00:00,12/9/2021,,2,30,,1200,2/10/2021,,,,00:00:00,"0,00","0,00","53 314,82",12/31/2022,15:00:00,15:00:00,1200,,12/31/2022,00:00:00,09:00:00,09:00:00,,PP-PC1,,000000,1000,,,,,,,,"0,000",,,12/31/2022,OR001100368813,469 527,100,1,О1,M0003986,,,3,,,,,,,,,,,,1200,"0,00",СГГС ГИП  ГОД  МТРЦ ТКБЕ УТВГ УТВП,,,,,,,RUB,161546,100000060161,1200,,,,,,0,E01_01,"0,00","0,00","0,00","12 399,38","0,00","12 399,38","0,00","0,00","0,00","6,00",,,,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,"0,00","0,00","0,00",,0,0,ОТКР ПКАЛ ДМНП,"6,00","6,00","0,00","0,00",Самосвал карьерный БЕЛАЗ-7547 №2441,ТО-1 БелАЗ 7547 №1 СЛ,ОТКР ДМНП ПКАЛ,,СГГС ГОД УТВГ УТВП ГИП МТРЦ ТКБЕ,"53 314,82","0,00","40 915,44","0,00","11 938,86","0,00","460,52","0,00","0,00","0,00",100000068227,03-KON-OBSL-OB02,БелАЗ-7547 №2441,LT-1200-2022-4-024-02,C-VEROGM,1245112123,"0,00","0,00","0,00","0,00"
1200,100,,EHND,НД,"0,00",1/21/2022,1/31/2022,2100010047,1/21/2022,07:00:00,1/21/2022,11500002,1,30,,1200,1/21/2022,,1/21/2022,,00:00:00,"0,00","0,00","0,00",1/21/2022,19:00:00,07:24:59,,,1/21/2022,00:00:00,07:00:00,07:24:59,,PP-PC1,,000000,1000,,,,,,,,"0,000",,,,OR002100010047,0,,,,,,,2,,,,,,,,,,,,1202,"0,00",НДСГ,,,,,,,RUB,,,1200,,,,,,0,E01_01,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,,,Самосвалы карьерные,,,1. Разрешения не выданы,,,"0,00","0,00","0,00",,0,0,ДЕБЛ ПЕЧТ ПКАЛ KKMP,"0,00","0,00","0,00","0,00",Самосвал карьерный БЕЛАЗ-7547 №2442,ТОиР самосвалов БелАЗ,ДЕБЛ ПЕЧТ KKMP ПКАЛ,,НДСГ,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",100000068228,03-KON-OBSL-OB03,БелАЗ-7547 №2442,,C-VEROGM,1245112123,"0,00","0,00","0,00","0,00"
1200,100,7200149406,APP1,ТР,"72,00",1/22/2022,1/25/2022,1100368951,1/22/2022,09:00:00,1/27/2022,,3,30,,1200,2/11/2021,,1/22/2022,1/25/2022,09:00:00,"0,00","344 495,85","509 640,75",1/25/2022,09:00:00,09:00:00,1200,1/22/2022,1/22/2022,09:00:00,09:00:00,09:00:00,,PP-PC1,,000000,1000,,,,1/25/2022,,,,"0,000",,,2/17/2022,OR001100368951,469 691,100,1,69,O0003986,,,3,,,,,,,,,,,,1200,"0,00",СГГС ГИП  ГОД  МТРЦ НЕД  ПРНТ УТВГ УТВН,,,,,,,RUB,162542,100000060752,1200,,,,@FM@,,0,E01_01,"0,00","0,00","17 172,33","18 655,47","17 172,33","18 655,47","0,00","0,00","0,00","72,00",,,,Самосвалы карьерные,,,0. Разрешений нет,СОЗА ЗКПР ВСМИ,,"0,00","0,00","0,00",,0,0,ДЕБЛ ПДТВ ПКАЛ ПРВВ ДВМА ДМНП JBFI,"72,00","72,00","0,00","0,00",Самосвал карьерный БЕЛАЗ-7547 №2442,ТР ДВС БелАЗ 7547 №2,ДЕБЛ ПДТВ JBFI ДВМА ДМНП ПКАЛ ПРВВ,,СГГС ГОД УТВГ НЕД УТВН ГИП ПРНТ МТРЦ,"509 640,75","344 495,85","490 985,28","327 323,52","0,00","0,00","18 655,47","17 172,33","0,00","0,00",100000068228,03-KON-OBSL-OB03,БелАЗ-7547 №2442,LT-1200-2022-4-024-02,C-VEROGM,1245112123,"0,00","48,00","0,00","0,00"
1200,100,7940394061,AETG,ЕТО,"0,33",1/26/2022,1/26/2022,1600129735,1/26/2022,06:30:00,1/22/2022,11500002,3,30,,1200,1/22/2022,,1/22/2022,,00:00:00,"0,00","0,00","0,00",1/26/2022,06:49:48,06:49:48,1200,,1/26/2022,00:00:00,06:30:00,06:30:00,,PP-PC1,,000000,1000,,,,,,,,"0,000",,,1/26/2022,OR001600129735,907 691,100,1,ЕО,6150,,,,,,,,,,,,,,,1202,"0,00",ЗАПЛ УТВН,,,,,,,RUB,161638,300000003197,1200,,,,,,0,E01_01,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,33",,,12001054,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,"0,00","0,00","0,00",,0,0,ДЕБЛ ПКАЛ ПРВВ KKMP,"0,33","0,33","0,00","0,00",Самосвал карьерный БЕЛАЗ-7547 №2442,ЕТО 1 БелАЗ 7547 №2  СЛ,ДЕБЛ KKMP ПКАЛ ПРВВ,Месенёв Михаил Геннадьевич,УТВН ЗАПЛ,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",100000068228,03-KON-OBSL-OB03,БелАЗ-7547 №2442,,C-VEROGM,1245112123,"0,00","0,32","0,00","0,00"
1200,100,7940394074,AETG,ЕТО,"0,33",1/26/2022,1/26/2022,1600129768,1/26/2022,18:30:00,1/22/2022,11500002,3,30,,1200,1/22/2022,,1/22/2022,,00:00:00,"0,00","0,00","0,00",1/26/2022,18:49:48,18:49:48,1200,,1/26/2022,00:00:00,18:30:00,18:30:00,,PP-PC1,,000000,1000,,,,,,,,"0,000",,,1/26/2022,OR001600129768,907 704,100,1,ЕО,6150,,,,,,,,,,,,,,,1202,"0,00",ЗАПЛ УТВН,,,,,,,RUB,161830,300000003197,1200,,,,,,0,E01_01,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,33",,,12002267,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,"0,00","0,00","0,00",,0,0,ДЕБЛ ПКАЛ ПРВВ KKMP,"0,33","0,33","0,00","0,00",Самосвал карьерный БЕЛАЗ-7547 №2442,ЕТО 2 БелАЗ 7547 №2  СЛ,ДЕБЛ KKMP ПКАЛ ПРВВ,Нищимный Александр Сергеевич,УТВН ЗАПЛ,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",100000068228,03-KON-OBSL-OB03,БелАЗ-7547 №2442,,C-VEROGM,1245112123,"0,00","0,32","0,00","0,00"
1200,100,7940394062,AETG,ЕТО,"0,33",1/27/2022,1/27/2022,1600129736,1/27/2022,06:30:00,1/22/2022,11500002,3,30,,1200,1/22/2022,,1/22/2022,,00:00:00,"0,00","0,00","0,00",1/27/2022,06:49:48,06:49:48,1200,,1/27/2022,00:00:00,06:30:00,06:30:00,,PP-PC1,,000000,1000,,,,,,,,"0,000",,,1/27/2022,OR001600129736,907 692,100,1,ЕО,6150,,,,,,,,,,,,,,,1202,"0,00",ЗАПЛ УТВН,,,,,,,RUB,161638,300000003197,1200,,,,,,0,E01_01,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,33",,,12001054,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,"0,00","0,00","0,00",,0,0,ДЕБЛ ПКАЛ ПРВВ KKMP,"0,33","0,33","0,00","0,00",Самосвал карьерный БЕЛАЗ-7547 №2442,ЕТО 1 БелАЗ 7547 №2  СЛ,ДЕБЛ KKMP ПКАЛ ПРВВ,Месенёв Михаил Геннадьевич,УТВН ЗАПЛ,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",100000068228,03-KON-OBSL-OB03,БелАЗ-7547 №2442,,C-VEROGM,1245112123,"0,00","0,32","0,00","0,00"
1200,100,7940394076,AETG,ЕТО,"0,33",1/27/2022,1/27/2022,1600129770,1/27/2022,18:30:00,1/22/2022,11500002,3,30,,1200,1/22/2022,,1/22/2022,,00:00:00,"0,00","0,00","0,00",1/27/2022,18:49:48,18:49:48,1200,,1/27/2022,00:00:00,18:30:00,18:30:00,,PP-PC1,,000000,1000,,,,,,,,"0,000",,,1/27/2022,OR001600129770,907 706,100,1,ЕО,6150,,,,,,,,,,,,,,,1202,"0,00",ЗАПЛ УТВН,,,,,,,RUB,161830,300000003197,1200,,,,,,0,E01_01,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,33",,,12002267,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,"0,00","0,00","0,00",,0,0,ДЕБЛ ПКАЛ ПРВВ KKMP,"0,33","0,33","0,00","0,00",Самосвал карьерный БЕЛАЗ-7547 №2442,ЕТО 2 БелАЗ 7547 №2  СЛ,ДЕБЛ KKMP ПКАЛ ПРВВ,Нищимный Александр Сергеевич,УТВН ЗАПЛ,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",100000068228,03-KON-OBSL-OB03,БелАЗ-7547 №2442,,C-VEROGM,1245112123,"0,00","0,33","0,00","0,00"
1200,100,7940394064,AETG,ЕТО,"0,33",1/28/2022,1/28/2022,1600129738,1/28/2022,06:30:00,1/22/2022,11500002,3,30,,1200,1/22/2022,,1/22/2022,,00:00:00,"0,00","0,00","0,00",1/28/2022,06:49:48,06:49:48,1200,,1/28/2022,00:00:00,06:30:00,06:30:00,,PP-PC1,,000000,1000,,,,,,,,"0,000",,,1/28/2022,OR001600129738,907 694,100,1,ЕО,6150,,,,,,,,,,,,,,,1202,"0,00",ЗАПЛ УТВН,,,,,,,RUB,161638,300000003197,1200,,,,,,0,E01_01,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,33",,,12001054,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,"0,00","0,00","0,00",,0,0,ДЕБЛ ПКАЛ ПРВВ KKMP,"0,33","0,33","0,00","0,00",Самосвал карьерный БЕЛАЗ-7547 №2442,ЕТО 1 БелАЗ 7547 №2  СЛ,ДЕБЛ KKMP ПКАЛ ПРВВ,Месенёв Михаил Геннадьевич,УТВН ЗАПЛ,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",100000068228,03-KON-OBSL-OB03,БелАЗ-7547 №2442,,C-VEROGM,1245112123,"0,00","0,00","0,00","0,00"
1200,100,7940394078,AETG,ЕТО,"0,33",1/28/2022,1/28/2022,1600129772,1/28/2022,18:30:00,1/22/2022,11500002,3,30,,1200,1/22/2022,,1/22/2022,,00:00:00,"0,00","0,00","0,00",1/28/2022,18:49:48,18:49:48,1200,,1/28/2022,00:00:00,18:30:00,18:30:00,,PP-PC1,,000000,1000,,,,,,,,"0,000",,,1/28/2022,OR001600129772,907 708,100,1,ЕО,6150,,,,,,,,,,,,,,,1202,"0,00",ЗАПЛ УТВН,,,,,,,RUB,161830,300000003197,1200,,,,,,0,E01_01,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,33",,,12002267,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,"0,00","0,00","0,00",,0,0,ДЕБЛ ПКАЛ ПРВВ KKMP,"0,33","0,33","0,00","0,00",Самосвал карьерный БЕЛАЗ-7547 №2442,ЕТО 2 БелАЗ 7547 №2  СЛ,ДЕБЛ KKMP ПКАЛ ПРВВ,Нищимный Александр Сергеевич,УТВН ЗАПЛ,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",100000068228,03-KON-OBSL-OB03,БелАЗ-7547 №2442,,C-VEROGM,1245112123,"0,00","0,00","0,00","0,00"
1200,100,7940394066,AETG,ЕТО,"0,33",1/29/2022,1/29/2022,1600129760,1/29/2022,06:30:00,1/22/2022,11500002,3,30,,1200,1/22/2022,,1/22/2022,,00:00:00,"0,00","0,00","0,00",1/29/2022,06:49:48,06:49:48,1200,,1/29/2022,00:00:00,06:30:00,06:30:00,,PP-PC1,,000000,1000,,,,,,,,"0,000",,,1/29/2022,OR001600129760,907 696,100,1,ЕО,6150,,,,,,,,,,,,,,,1202,"0,00",ЗАПЛ УТВН,,,,,,,RUB,161638,300000003197,1200,,,,,,0,E01_01,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,33",,,12001054,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,"0,00","0,00","0,00",,0,0,ДЕБЛ ПКАЛ ПРВВ KKMP,"0,33","0,33","0,00","0,00",Самосвал карьерный БЕЛАЗ-7547 №2442,ЕТО 1 БелАЗ 7547 №2  СЛ,ДЕБЛ KKMP ПКАЛ ПРВВ,Месенёв Михаил Геннадьевич,УТВН ЗАПЛ,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",100000068228,03-KON-OBSL-OB03,БелАЗ-7547 №2442,,C-VEROGM,1245112123,"0,00","0,00","0,00","0,00"
