BE_id,ЗаводРасположТехнОб,BE_name,eo_code,eo_subclass_id,eo_subclass_name,eo_model_id,eo_model_name,ТипЕдОборуд,eo_description,Группа плановиков,teh_mesto_id,teh_mesto_name,mvz,Серийный номер изготовителя,constr_type_id,constr_type_descr,Номер модели,operation_start_date,operation_finish_date_sap,expected_operation_finish_date,last_overhaul_date,konserv_start_date,konserv_finish_date,Вышестоящая ЕО,Инвентарный номер,Центр затрат,Название Центра затрат,Название вида оборудования,Название типа оборудования,Наименование МВЗ
1100,1105,"АО ""Полюс Красноярск""",100000065560,E01_01,Самосвалы карьерные,73,Самосвалы Komatsu HD785-5,O,Самосвал карьерный HD785-5 №235,100,11-RUD-CGTR-SEBT-KH14,Самосвал карьерный №235,1113011220,4952,960000003,HD785-5_E01_01,,02.06.2006,,01.12.2022,,,,,000016993,111301,Парки БА,Транспорт,Основной,СЭБТ - Коматсу90тн
1100,1105,"АО ""Полюс Красноярск""",100000065561,E01_01,Самосвалы карьерные,73,Самосвалы Komatsu HD785-5,O,Самосвал карьерный HD785-5 №236,100,11-RUD-CGTR-SEBT-KH15,Самосвал карьерный №236,1113011220,4953,960000003,HD785-5_E01_01,,02.06.2006,,01.12.2022,,,,,000016994,111301,Парки БА,Транспорт,Основной,СЭБТ - Коматсу90тн
1100,1105,"АО ""Полюс Красноярск""",100000065581,E01_01,Самосвалы карьерные,61,Самосвалы БелАЗ-7540,O,Самосвал карьерный БЕЛАЗ-7540А №21,100,11-RUD-CGTR-SEBT-BE02,Самосвал карьерный №21,1113011520,Y3B7540A60022947,960003984,БЕЛАЗ-7540А_E01_01,,02.06.2006,,01.01.2023,,,,,000016995,111301,Парки БА,Транспорт,Основной,СЭБТ - Белазы
1100,1105,"АО ""Полюс Красноярск""",100000065582,E01_01,Самосвалы карьерные,61,Самосвалы БелАЗ-7540,O,Самосвал карьерный БЕЛАЗ-7540А №24,100,11-RUD-CGTR-SEBT-BE04,Самосвал карьерный №24,1113011520,Y3B7540A50022837,960003984,БЕЛАЗ-7540А_E01_01,,02.06.2006,,01.01.2023,,,,,000016996,111301,Парки БА,Транспорт,Основной,СЭБТ - Белазы
1100,1105,"АО ""Полюс Красноярск""",100000065583,E01_01,Самосвалы карьерные,61,Самосвалы БелАЗ-7540,O,Самосвал карьерный БЕЛАЗ-7540А №25,100,11-RUD-CGTR-SEBT-BE05,Самосвал карьерный №25,1113011520,Y3B7540A50022831,960003984,БЕЛАЗ-7540А_E01_01,,02.06.2006,25.10.2021,,,,,,000016997,111301,Парки БА,Транспорт,Основной,СЭБТ - Белазы
1100,1105,"АО ""Полюс Красноярск""",100000065584,E01_01,Самосвалы карьерные,61,Самосвалы БелАЗ-7540,O,Самосвал карьерный БЕЛАЗ-7540А №22,100,11-RUD-CGTR-SEBT-BE03,Самосвал карьерный №22,1113011520,Y3B7540A60022946,960003984,БЕЛАЗ-7540А_E01_01,,02.06.2006,,01.12.2022,,,,,000016998,111301,Парки БА,Транспорт,Основной,СЭБТ - Белазы
1100,1105,"АО ""Полюс Красноярск""",100000065592,E01_01,Самосвалы карьерные,64,Самосвалы CAT 777F,O,Самосвал карьерный 777F №137,100,11-RUD-CGTR-SEBT-CF02,Самосвал карьерный №137,1113011120,JRP00609,960003595,777F_E01_01,,21.10.2008,,01.08.2022,,,,,000026061,111301,Парки БА,Транспорт,Основной,СЭБТ-Катерпиллар90т
1100,1105,"АО ""Полюс Красноярск""",100000065593,E01_01,Самосвалы карьерные,64,Самосвалы CAT 777F,O,Самосвал карьерный 777F №136,100,11-RUD-CGTR-SEBT-CF01,Самосвал карьерный №136,1113011120,JRP00576,960003595,777F_E01_01,,19.11.2008,,01.12.2022,,,,,000026062,111301,Парки БА,Транспорт,Основной,СЭБТ-Катерпиллар90т
1100,1105,"АО ""Полюс Красноярск""",100000065594,E01_01,Самосвалы карьерные,64,Самосвалы CAT 777F,O,Самосвал карьерный 777F №138,100,11-RUD-CGTR-SEBT-CF03,Самосвал карьерный №138,1113011120,JRP01472,960003595,777F_E01_01,,20.10.2008,,01.01.2023,,,,,000026063,111301,Парки БА,Транспорт,Основной,СЭБТ-Катерпиллар90т
1100,1105,"АО ""Полюс Красноярск""",100000065595,E01_01,Самосвалы карьерные,64,Самосвалы CAT 777F,O,Самосвал карьерный 777F №140,100,11-RUD-CGTR-SEBT-CF05,Самосвал карьерный №140,1113011120,JRP01511,960003595,777F_E01_01,,19.11.2008,,01.10.2022,,,,,000026064,111301,Парки БА,Транспорт,Основной,СЭБТ-Катерпиллар90т
1100,1105,"АО ""Полюс Красноярск""",100000065596,E01_01,Самосвалы карьерные,64,Самосвалы CAT 777F,O,Самосвал карьерный 777F №139,100,11-RUD-CGTR-SEBT-CF04,Самосвал карьерный №139,1113011120,JRP01510,960003595,777F_E01_01,,10.11.2008,,01.01.2023,,,,,000026065,111301,Парки БА,Транспорт,Основной,СЭБТ-Катерпиллар90т
1100,1105,"АО ""Полюс Красноярск""",100000028868,E01_01,Самосвалы карьерные,65,Самосвалы CAT 785C,O,Самосвал карьерный 785C №401,100,11-RUD-CGTR-SEBT-CC01,Самосвал карьерный №401,1113011620,APX01586,960000001,785C_E01_01,,04.03.2009,,01.08.2022,,,,,000026352,111301,Парки БА,Транспорт,Основной,СЭБТ-Катерпилл135тн
1100,1105,"АО ""Полюс Красноярск""",100000062367,E01_01,Самосвалы карьерные,65,Самосвалы CAT 785C,O,Самосвал карьерный 785C №402,100,11-RUD-CGTR-SEBT-CC02,Самосвал карьерный №402,1113011620,APX01587,960000001,785C_E01_01,,31.03.2009,,01.12.2022,,,,,000026353,111301,Парки БА,Транспорт,Основной,СЭБТ-Катерпилл135тн
1100,1105,"АО ""Полюс Красноярск""",100000062368,E01_01,Самосвалы карьерные,65,Самосвалы CAT 785C,O,Самосвал карьерный 785C №406,100,11-RUD-CGTR-SEBT-CC06,Самосвал карьерный №406,1113011620,APX01616,960000001,785C_E01_01,,06.05.2009,,01.12.2022,,,,,000026389,111301,Парки БА,Транспорт,Основной,СЭБТ-Катерпилл135тн
1100,1105,"АО ""Полюс Красноярск""",100000062369,E01_01,Самосвалы карьерные,65,Самосвалы CAT 785C,O,Самосвал карьерный 785C №403,100,11-RUD-CGTR-SEBT-CC03,Самосвал карьерный №403,1113011620,APX01617,960000001,785C_E01_01,,06.05.2009,,01.09.2022,,,,,000026390,111301,Парки БА,Транспорт,Основной,СЭБТ-Катерпилл135тн
1100,1105,"АО ""Полюс Красноярск""",100000062370,E01_01,Самосвалы карьерные,65,Самосвалы CAT 785C,O,Самосвал карьерный 785C №404,100,11-RUD-CGTR-SEBT-CC04,Самосвал карьерный №404,1113011620,APX01615,960000001,785C_E01_01,,06.05.2009,,01.01.2023,,,,,000026391,111301,Парки БА,Транспорт,Основной,СЭБТ-Катерпилл135тн
1100,1105,"АО ""Полюс Красноярск""",100000062371,E01_01,Самосвалы карьерные,65,Самосвалы CAT 785C,O,Самосвал карьерный 785C №405,100,11-RUD-CGTR-SEBT-CC05,Самосвал карьерный №405,1113011620,APX01618,960000001,785C_E01_01,,06.05.2009,,01.10.2022,01.02.2021,,,,000026392,111301,Парки БА,Транспорт,Основной,СЭБТ-Катерпилл135тн
1100,1105,"АО ""Полюс Красноярск""",100000062372,E01_01,Самосвалы карьерные,65,Самосвалы CAT 785C,O,Самосвал карьерный 785C №407,100,11-RUD-CGTR-SEBT-CC07,Самосвал карьерный №407,1113011620,APX01646,960000001,785C_E01_01,,08.06.2009,,01.11.2022,,,,,000026536,111301,Парки БА,Транспорт,Основной,СЭБТ-Катерпилл135тн
