Год,Месяц,БЕ,Класс ЕО,Модель ЕО,count,month_year
2030,4,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,5,4_2030
2030,4,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,15,4_2030
2030,4,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,60,4_2030
2030,5,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,5,5_2030
2030,5,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,11,5_2030
2030,5,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,60,5_2030
2030,6,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,5,6_2030
2030,6,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,7,6_2030
2030,6,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,60,6_2030
2030,7,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,4,7_2030
2030,7,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,60,7_2030
2030,8,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,1,8_2030
2030,8,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,60,8_2030
2030,9,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,1,9_2030
2030,9,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,60,9_2030
2030,10,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,60,10_2030
2030,11,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,60,11_2030
2030,12,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,60,12_2030
2031,1,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,60,1_2031
2031,2,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,60,2_2031
2031,3,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,60,3_2031
2031,4,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,60,4_2031
2031,5,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,60,5_2031
2031,6,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,60,6_2031
2031,7,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,60,7_2031
2031,8,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,60,8_2031
2031,9,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,60,9_2031
2031,10,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,60,10_2031
2031,11,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,60,11_2031
2031,12,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,60,12_2031
2032,1,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,62,1_2032
2032,2,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,62,2_2032
2032,3,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,62,3_2032
2032,4,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,62,4_2032
2032,5,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,62,5_2032
2032,6,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,62,6_2032
2032,7,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,62,7_2032
2032,8,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,62,8_2032
2032,9,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,62,9_2032
2032,10,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,62,10_2032
2032,11,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,62,11_2032
2032,12,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,62,12_2032
2033,1,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,62,1_2033
2033,2,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,62,2_2033
2033,3,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,62,3_2033
2033,4,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,62,4_2033
2033,5,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,62,5_2033
2033,6,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,62,6_2033
2033,7,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,62,7_2033
2033,8,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,62,8_2033
2033,9,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,62,9_2033
2033,10,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,62,10_2033
2033,11,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,62,11_2033
2033,12,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,62,12_2033
2034,1,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,62,1_2034
2034,2,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,62,2_2034
2034,3,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,62,3_2034
2034,4,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,62,4_2034
2034,5,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,62,5_2034
2034,6,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,62,6_2034
2034,7,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,62,7_2034
2034,8,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,62,8_2034
2034,9,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,48,9_2034
2034,10,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,48,10_2034
2034,11,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,48,11_2034
2034,12,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,48,12_2034
2035,1,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,33,1_2035
2035,2,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,33,2_2035
2035,3,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,33,3_2035
2035,4,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,33,4_2035
2035,5,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,33,5_2035
2035,6,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,33,6_2035
2035,7,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,18,7_2035
2035,8,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,18,8_2035
2035,9,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,18,9_2035
2035,10,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,18,10_2035
2035,11,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,18,11_2035
2035,12,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,18,12_2035
2036,1,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,9,1_2036
2036,2,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,9,2_2036
2036,3,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,9,3_2036
2036,4,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,9,4_2036
2036,5,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,9,5_2036
2036,6,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,9,6_2036
2036,7,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,9,7_2036
2036,8,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,9,8_2036
2036,9,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,9,9_2036
2036,10,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,9,10_2036
2036,11,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,9,11_2036
2036,12,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,9,12_2036
2037,1,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,1_2037
2037,2,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,2_2037
2037,3,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,3_2037
2037,4,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,4_2037
2037,5,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,5_2037
2037,6,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,6_2037
2037,7,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,7_2037
2037,8,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,8_2037
2037,9,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,9_2037
2037,10,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,10_2037
2037,11,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,11_2037
2037,12,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,12_2037
2038,1,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,1_2038
2038,2,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,2_2038
2038,3,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,3_2038
2038,4,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,4_2038
2038,5,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,5_2038
2038,6,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,6_2038
2038,7,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,7_2038
2038,8,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,8_2038
2038,9,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,9_2038
2038,10,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,10_2038
2038,11,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,11_2038
2038,12,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,12_2038
2039,1,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,1_2039
2039,2,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,2_2039
2039,3,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,3_2039
2039,4,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,4_2039
2039,5,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,5_2039
2039,6,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,6_2039
2039,7,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,7_2039
2039,8,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,8_2039
2039,9,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,9_2039
2039,10,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,10_2039
2039,11,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,11_2039
2039,12,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,12_2039
2040,1,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,1_2040
2040,2,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,2_2040
2040,3,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,3_2040
2040,4,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,4_2040
2040,5,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,5_2040
2040,6,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,6_2040
2040,7,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,7_2040
2040,8,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,8_2040
2040,9,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,9_2040
2040,10,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,10_2040
2040,11,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,11_2040
2040,12,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,12_2040
2041,1,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,1_2041
2041,2,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,2_2041
2041,3,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,3_2041
2041,4,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,4_2041
2041,5,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,5_2041
2041,6,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,6_2041
2041,7,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,7_2041
2041,8,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,8_2041
2041,9,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,9_2041
2041,10,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,10_2041
2041,11,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,11_2041
2041,12,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,12_2041
