ЕО,eo_model_id,Дата начала эксплуатации,Дата завершения эксплуатации,БЕ,Класс ЕО,Модель ЕО,Наименование ЕО,count
100000065538,67,2018-06-25,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №723,1
100000065539,67,2018-06-30,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №724,1
100000065540,67,2018-07-16,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №725,1
100000065541,67,2018-07-28,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №726,1
100000065542,67,2018-08-02,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №727,1
100000065543,67,2018-08-10,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №728,1
100000065544,67,2018-08-17,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №729,1
100000065546,67,2018-08-24,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №730,1
100000065547,67,2018-09-03,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №731,1
100000065548,67,2018-09-10,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №732,1
100000065512,67,2018-09-15,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №733,1
100000065513,67,2018-09-20,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №734,1
100000065511,67,2018-09-30,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №735,1
100000065644,70,2016-08-02,2027-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы Komatsu 830E-1AC,Самосвал карьерный 830E-1AC №601,1
100000065646,70,2016-08-04,2027-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы Komatsu 830E-1AC,Самосвал карьерный 830E-1AC №602,1
100000065645,70,2016-08-23,2027-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы Komatsu 830E-1AC,Самосвал карьерный 830E-1AC №606,1
100000065647,70,2016-08-08,2027-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы Komatsu 830E-1AC,Самосвал карьерный 830E-1AC №604,1
100000065648,70,2016-08-07,2027-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы Komatsu 830E-1AC,Самосвал карьерный 830E-1AC №603,1
100000065649,70,2016-08-21,2027-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы Komatsu 830E-1AC,Самосвал карьерный 830E-1AC №605,1
100000036242,63,2019-05-24,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 777E,Самосвал карьерный 777E №152,1
100000036245,63,2019-05-21,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 777E,Самосвал карьерный 777E №151,1
100000036243,63,2019-05-21,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 777E,Самосвал карьерный 777E №150,1
100000026804,67,2019-09-06,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №736,1
100000026805,67,2019-10-01,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №737,1
100000026806,67,2019-10-24,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №738,1
100000026807,67,2019-11-06,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №739,1
100000026808,67,2019-11-14,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №740,1
100000026809,67,2019-11-23,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №741,1
100000026810,67,2019-12-16,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №742,1
100000036418,67,2019-12-21,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №743,1
100000036794,72,2019-12-28,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы Komatsu HD1500-8,Самосвал карьерный HD1500-8 №311,1
100000036795,72,2019-12-28,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы Komatsu HD1500-8,Самосвал карьерный HD1500-8 №312,1
100000036420,67,2020-01-01,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №744,1
100000036421,67,2020-01-03,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №745,1
100000036829,63,2019-12-30,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 777E,Самосвал карьерный 777E №154,1
100000036822,63,2019-12-21,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 777E,Самосвал карьерный 777E №153,1
100000054847,67,2020-10-06,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №746,1
100000054846,67,2020-10-08,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №747,1
100000054848,67,2020-10-11,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №748,1
100000054849,67,2020-10-19,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №749,1
100000054851,67,2020-10-29,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №751,1
100000054850,67,2020-11-12,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №750,1
100000054852,67,2020-11-20,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №752,1
100000054853,67,2020-11-23,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №753,1
100000054854,67,2020-11-28,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №754,1
100000054855,67,2020-12-07,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №755,1
100000054856,67,2020-12-11,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №756,1
100000054857,67,2020-12-18,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №757,1
100000054858,67,2020-12-25,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №758,1
100000021344,72,2020-04-01,2030-01-01,Полюс Вернинское,Самосвалы карьерные,Самосвалы Komatsu HD1500-8,Самосвал карьерный HD1500-8 №1624,1
100000021364,72,2020-04-01,2030-01-01,Полюс Вернинское,Самосвалы карьерные,Самосвалы Komatsu HD1500-8,Самосвал карьерный HD1500-8 №1625,1
100000021466,72,2020-08-01,2030-01-01,Полюс Вернинское,Самосвалы карьерные,Самосвалы Komatsu HD1500-8,Самосвал карьерный HD1500-8 №1626,1
100000022783,72,2020-12-20,2030-01-01,Полюс Вернинское,Самосвалы карьерные,Самосвалы Komatsu HD1500-8,Самосвал карьерный HD1500-8 №1629,1
100000022743,72,2021-01-01,2030-01-01,Полюс Вернинское,Самосвалы карьерные,Самосвалы Komatsu HD1500-8,Самосвал карьерный HD1500-8 №1627,1
100000022744,72,2021-01-01,2030-01-01,Полюс Вернинское,Самосвалы карьерные,Самосвалы Komatsu HD1500-8,Самосвал карьерный HD1500-8 №1628,1
100000054859,67,2021-01-15,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №759,1
100000054860,67,2021-02-01,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №760,1
100000054861,67,2021-02-08,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №761,1
100000054978,67,2021-05-03,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №762,1
100000054979,67,2021-05-04,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №763,1
100000054980,67,2021-05-10,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №764,1
100000054981,67,2021-05-21,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №765,1
100000054982,67,2021-07-20,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №766,1
100000054983,67,2021-07-25,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №767,1
100000054984,67,2021-08-05,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №768,1
100000054985,67,2021-08-11,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №769,1
100000054986,67,2021-08-19,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №770,1
100000054987,67,2021-08-27,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №771,1
100000054988,67,2021-09-06,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №772,1
100000054989,67,2021-09-09,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №773,1
100000054990,67,2021-09-18,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №774,1
100000054991,67,2021-09-19,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №775,1
100000054992,67,2021-10-06,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №776,1
100000054993,67,2021-10-09,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №777,1
100000054994,67,2021-10-16,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №778,1
100000054995,67,2021-11-05,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №779,1
100000054996,67,2021-12-04,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №780,1
100000008662,73,2007-08-30,2030-01-01,Полюс Вернинское,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Самосвал карьерный HD785-5 №1603,1
100000008661,73,2007-07-31,2030-01-01,Полюс Вернинское,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Самосвал карьерный HD785-5 №1601,1
100000008665,73,2007-10-30,2030-01-01,Полюс Вернинское,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Самосвал карьерный HD785-5 №1607,1
100000008663,73,2007-09-30,2030-01-01,Полюс Вернинское,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Самосвал карьерный HD785-5 №1604,1
100000008664,73,2007-09-30,2030-01-01,Полюс Вернинское,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Самосвал карьерный HD785-5 №1606,1
100000008666,74,2012-10-04,2030-01-01,Полюс Вернинское,Самосвалы карьерные,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №1609,1
100000008667,74,2012-10-14,2030-01-01,Полюс Вернинское,Самосвалы карьерные,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №1610,1
100000008668,74,2013-01-30,2030-01-01,Полюс Вернинское,Самосвалы карьерные,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №1611,1
100000008669,74,2013-01-30,2030-01-01,Полюс Вернинское,Самосвалы карьерные,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №1612,1
100000008670,74,2013-02-28,2030-01-01,Полюс Вернинское,Самосвалы карьерные,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №1613,1
100000008671,74,2013-03-29,2030-01-01,Полюс Вернинское,Самосвалы карьерные,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №1614,1
100000008672,74,2013-04-26,2030-01-01,Полюс Вернинское,Самосвалы карьерные,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №1615,1
100000008673,65,2017-12-12,2030-01-01,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №1619,1
100000008674,65,2017-12-12,2030-01-01,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №1620,1
100000006408,72,2019-03-01,2030-01-01,Полюс Вернинское,Самосвалы карьерные,Самосвалы Komatsu HD1500-8,Самосвал карьерный HD1500-8 №1621,1
100000006410,72,2019-03-01,2030-01-01,Полюс Вернинское,Самосвалы карьерные,Самосвалы Komatsu HD1500-8,Самосвал карьерный HD1500-8 №1623,1
100000006409,72,2019-03-01,2030-01-01,Полюс Вернинское,Самосвалы карьерные,Самосвалы Komatsu HD1500-8,Самосвал карьерный HD1500-8 №1622,1
100000054997,67,2023-02-01,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №781,1
100000054998,67,2023-02-01,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №782,1
100000054999,67,2023-02-01,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №783,1
100000079842,61,2022-04-01,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы БелАЗ-7540,Самосвал карьерный БЕЛАЗ-7540К №60,1
100000079843,61,2022-04-01,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы БелАЗ-7540,Самосвал карьерный БЕЛАЗ-7540К №61,1
100000079844,61,2022-04-01,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы БелАЗ-7540,Самосвал карьерный БЕЛАЗ-7540К №62,1
100000084384,71,2012-08-01,2022-08-01,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu HD1500-7,Самосвал карьерный HD1500-7 №1,1
100000084385,71,2012-08-01,2022-08-01,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu HD1500-7,Самосвал карьерный HD1500-7 №2,1
100000084386,71,2012-08-01,2022-08-01,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu HD1500-7,Самосвал карьерный HD1500-7 №3,1
100000084387,71,2012-08-01,2022-08-01,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu HD1500-7,Самосвал карьерный HD1500-7 №4,1
100000084388,71,2013-03-31,2023-03-31,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu HD1500-7,Самосвал карьерный HD1500-7 №5,1
100000084389,71,2013-03-31,2023-03-31,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu HD1500-7,Самосвал карьерный HD1500-7 №6,1
100000084390,71,2013-04-30,2023-04-30,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu HD1500-7,Самосвал карьерный HD1500-7 №7,1
100000084391,71,2013-04-30,2023-04-30,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu HD1500-7,Самосвал карьерный HD1500-7 №8,1
100000084392,71,2013-06-30,2023-06-30,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu HD1500-7,Самосвал карьерный HD1500-7 №9,1
100000084393,71,2013-06-30,2023-06-30,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu HD1500-7,Самосвал карьерный HD1500-7 №10,1
100000084394,71,2013-07-31,2023-07-31,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu HD1500-7,Самосвал карьерный HD1500-7 №11,1
100000084395,71,2013-08-31,2023-08-31,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu HD1500-7,Самосвал карьерный HD1500-7 №12,1
100000084396,69,2018-03-16,2030-03-16,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №13,1
100000084397,69,2018-03-16,2030-03-16,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №14,1
100000084398,69,2018-04-23,2030-04-23,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №15,1
100000084399,69,2018-04-23,2030-04-23,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №16,1
100000084402,69,2018-05-30,2030-05-30,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №19,1
100000084403,69,2018-05-30,2030-05-30,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №20,1
100000084400,69,2018-04-23,2030-04-23,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №17,1
100000084401,69,2018-04-23,2030-04-23,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №18,1
100000084404,69,2018-05-30,2030-05-30,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №21,1
100000084405,69,2018-05-30,2030-05-30,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №22,1
100000084406,69,2018-06-30,2030-06-30,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №23,1
100000084407,69,2018-06-30,2030-06-30,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №24,1
100000084408,69,2018-06-30,2030-06-30,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №25,1
100000084409,69,2018-07-31,2030-07-31,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №26,1
100000084410,69,2018-07-31,2030-07-31,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №27,1
100000084411,69,2018-07-31,2030-07-31,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №28,1
100000084412,69,2018-09-10,2030-09-10,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №29,1
100000084414,66,2020-01-09,2030-01-09,Полюс Магадан,Самосвалы карьерные,Самосвалы CAT 789D,Самосвал карьерный 789D №32,1
100000084413,66,2020-01-09,2030-01-09,Полюс Магадан,Самосвалы карьерные,Самосвалы CAT 789D,Самосвал карьерный 789D №31,1
100000084415,66,2020-02-01,2030-02-01,Полюс Магадан,Самосвалы карьерные,Самосвалы CAT 789D,Самосвал карьерный 789D №33,1
100000084485,60,1899-12-31,2031-10-01,Полюс Магадан,Самосвалы карьерные,Самосвалы БелАЗ-75182,Самосвал карьерный БЕЛАЗ-75182 №34,1
100000084486,60,1899-12-31,2031-10-01,Полюс Магадан,Самосвалы карьерные,Самосвалы БелАЗ-75182,Самосвал карьерный БЕЛАЗ-75182 №35,1
100000084487,60,1899-12-31,2031-10-01,Полюс Магадан,Самосвалы карьерные,Самосвалы БелАЗ-75182,Самосвал карьерный БЕЛАЗ-75182 №36,1
100000061756,99,2006-09-18,2030-01-01,Олимпиадинский ГОК,Станки буровые вращ. бур. коронками,Установка буровая CS1000,Установка буровая CS1000 №8643ХА24,1
100000061757,101,2006-12-29,2030-01-01,Олимпиадинский ГОК,Станки буровые вращ. бур. коронками,Установка буровая PS1000,Установка буровая PS1000 №8660ХА24,1
100000061904,96,2007-06-30,2030-01-01,Олимпиадинский ГОК,Станки буровые вращ. бур. коронками,Установка буровая БМ-83,Установка буровая БМ-831 №02,1
100000061760,97,2013-04-23,2030-01-01,Олимпиадинский ГОК,Станки буровые вращ. бур. коронками,Установка буровая УРБ-2А2,Установка буровая УРБ-2А2 №08,1
100000061893,95,2012-09-10,2030-01-01,Олимпиадинский ГОК,Станки буровые вращ. бур. коронками,Установка буровая БКМ-534,Установка буровая БКМ-534 №06,1
100000061882,76,2011-02-22,2030-01-01,Олимпиадинский ГОК,Станки буровые вращ. бур. шарошками,Станки буровые СБШ-250,Станок буровой СБШ-250 МНА-32 №22,1
100000061884,76,2011-04-09,2030-01-01,Олимпиадинский ГОК,Станки буровые вращ. бур. шарошками,Станки буровые СБШ-250,Станок буровой СБШ-250 МНА-32 №24,1
100000061886,76,2013-07-31,2030-01-01,Олимпиадинский ГОК,Станки буровые вращ. бур. шарошками,Станки буровые СБШ-250,Станок буровой СБШ-250 МНА-32 №28,1
100000061888,79,2013-10-31,2030-01-01,Олимпиадинский ГОК,Станки буровые вращ. бур. шарошками,Станки буровые PV-235,Станок буровой PV-235 №58,1
100000061889,79,2012-04-04,2030-01-01,Олимпиадинский ГОК,Станки буровые вращ. бур. шарошками,Станки буровые PV-235,Станок буровой PV-235 №55,1
100000061890,76,2012-04-30,2030-01-01,Олимпиадинский ГОК,Станки буровые вращ. бур. шарошками,Станки буровые СБШ-250,Станок буровой СБШ-250 МНА-32 №25,1
100000061891,76,2012-04-30,2030-01-01,Олимпиадинский ГОК,Станки буровые вращ. бур. шарошками,Станки буровые СБШ-250,Станок буровой СБШ-250 МНА-32 №26,1
100000061892,76,2012-05-31,2030-01-01,Олимпиадинский ГОК,Станки буровые вращ. бур. шарошками,Станки буровые СБШ-250,Станок буровой СБШ-250 МНА-32 №27,1
100000061895,79,2012-09-30,2030-01-01,Олимпиадинский ГОК,Станки буровые вращ. бур. шарошками,Станки буровые PV-235,Станок буровой PV-235 №56,1
100000061896,79,2012-10-16,2030-01-01,Олимпиадинский ГОК,Станки буровые вращ. бур. шарошками,Станки буровые PV-235,Станок буровой PV-235 №57,1
100000026811,80,2019-02-19,2030-01-01,Олимпиадинский ГОК,Станки буровые вращ. бур. шарошками,Станки буровые PV-351,Станок буровой PV351 №51,1
100000026812,80,2019-04-01,2030-01-01,Олимпиадинский ГОК,Станки буровые вращ. бур. шарошками,Станки буровые PV-351,Станок буровой PV351 №52,1
100000026813,80,2019-06-07,2030-01-01,Олимпиадинский ГОК,Станки буровые вращ. бур. шарошками,Станки буровые PV-351,Станок буровой PV351 №53,1
100000021717,76,2020-08-01,2030-01-01,Полюс Вернинское,Станки буровые вращ. бур. шарошками,Станки буровые СБШ-250,Станок буровой СБШ-250 № 1109,1
100000022742,85,2021-07-02,2030-01-01,Полюс Вернинское,Станки буровые вращ. бур. шарошками,Станок буровой DML HP 1450,Станок буровой DML HP 1450 №1110,1
100000079022,88,2022-03-01,2030-01-01,Полюс Вернинское,Станки буровые вращ. бур. шарошками,Станок буровой FlexiROC D67,Станок буровой FlexiROC D6510LF №1111,1
100000079023,89,2022-03-01,2030-01-01,Полюс Вернинское,Станки буровые вращ. бур. шарошками,Станок буровой FlexiROC D68,Станок буровой FlexiROC D6510LF №1112,1
100000079024,86,2022-03-01,2030-01-01,Полюс Вернинское,Станки буровые вращ. бур. шарошками,Станок буровой FlexiROC D65,Станок буровой FlexiROC D65 LF №1113,1
100000009131,76,2008-12-29,2030-01-01,Полюс Вернинское,Станки буровые вращ. бур. шарошками,Станки буровые СБШ-250,Станок буровой СБШ-250МН-32 №1103,1
100000009133,84,2007-12-30,2030-01-01,Полюс Вернинское,Станки буровые вращ. бур. шарошками,Станок буровой DM 45LP,Станок буровой DM 45LP №1105,1
100000009130,76,2008-09-25,2030-01-01,Полюс Вернинское,Станки буровые вращ. бур. шарошками,Станки буровые СБШ-250,Станок буровой СБШ-250МН-32 №1101,1
100000009134,85,2013-12-10,2030-01-01,Полюс Вернинское,Станки буровые вращ. бур. шарошками,Станок буровой DML HP 1450,Станок буровой DML HP 1450 №1106,1
100000009135,85,2013-12-10,2030-01-01,Полюс Вернинское,Станки буровые вращ. бур. шарошками,Станок буровой DML HP 1450,Станок буровой DML HP 1450 №1107,1
100000007096,81,2019-05-31,2030-01-01,Полюс Вернинское,Станки буровые вращ. бур. шарошками,Станки буровые ROC D65,Станок буровой SmartROC D65-10LF №1108,1
100000073309,94,2021-12-25,2030-01-01,Олимпиадинский ГОК,Станки буровые вращ. бур. шарошками,Станок буровой PV-271,Станок буровой PV-271 №59,1
100000078260,94,2022-08-01,2030-01-01,Олимпиадинский ГОК,Станки буровые вращ. бур. шарошками,Станок буровой PV-271,Станок буровой PV-271 №60,1
100000084490,85,2022-09-01,2028-08-31,Полюс Магадан,Станки буровые ударно-вращательного бур.,Станок буровой DML HP 1450,Станок буровой DML HP 1450 №14,1
100000084491,85,2022-10-01,2028-09-30,Полюс Магадан,Станки буровые ударно-вращательного бур.,Станок буровой DML HP 1450,Станок буровой DML HP 1450 №15,1
100000090003,82,2022-08-01,2028-08-01,Полюс Магадан,Станки буровые ударно-вращательного бур.,Станки буровые SmartROC D65,Станок буровой SmartROC D65SF №7,1
100000090004,82,2022-08-01,2028-08-01,Полюс Магадан,Станки буровые ударно-вращательного бур.,Станки буровые SmartROC D65,Станок буровой SmartROC D65SF №8,1
100000090005,82,2022-08-01,2028-08-01,Полюс Магадан,Станки буровые ударно-вращательного бур.,Станки буровые SmartROC D65,Станок буровой SmartROC D65SF №9,1
100000061910,78,2009-03-31,2030-01-01,Олимпиадинский ГОК,Станки буровые ударно-вращательного бур.,Станки буровые DML LP,Станок буровой DML LP №68,1
100000061885,78,2014-05-08,2030-01-01,Олимпиадинский ГОК,Станки буровые ударно-вращательного бур.,Станки буровые DML LP,Станок буровой DML LP №71,1
100000061887,78,2013-09-30,2030-01-01,Олимпиадинский ГОК,Станки буровые ударно-вращательного бур.,Станки буровые DML LP,Станок буровой DML LP №69,1
100000061897,78,2013-10-09,2030-01-01,Олимпиадинский ГОК,Станки буровые ударно-вращательного бур.,Станки буровые DML LP,Станок буровой DML LP №70,1
100000061898,77,2017-02-20,2030-01-01,Олимпиадинский ГОК,Станки буровые ударно-вращательного бур.,Станки буровые DE810,Станок буровой DE810-CT №01,1
