ЕО,eo_model_id,Дата начала эксплуатации,Дата завершения эксплуатации,БЕ,Класс ЕО,Модель ЕО,Наименование ЕО,count
sl_730_60,69,2027-01-01,2037-01-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №60 (для расчета),1
sl_730_61,69,2032-01-01,2042-01-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №61 (для расчета),1
sl_730_62,69,2032-01-01,2042-01-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №62 (для расчета),1
aldan_785-7_301,74,2016-03-18,2026-03-18,Алдан,Самосвалы карьерные,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №301,1
aldan_785-7_302,74,2016-03-18,2026-03-18,Алдан,Самосвалы карьерные,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №302,1
aldan_785-7_303,74,2016-04-12,2026-04-12,Алдан,Самосвалы карьерные,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №303,1
aldan_785-7_304,74,2016-04-12,2026-04-12,Алдан,Самосвалы карьерные,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №304,1
aldan_785-7_305,74,2016-04-12,2026-04-12,Алдан,Самосвалы карьерные,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №305,1
aldan_785-7_306,74,2016-04-26,2026-04-26,Алдан,Самосвалы карьерные,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №306,1
aldan_785-7_307,74,2018-02-09,2028-02-09,Алдан,Самосвалы карьерные,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №307,1
aldan_785-7_308,74,2018-02-09,2028-02-09,Алдан,Самосвалы карьерные,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №308,1
aldan_785-7_309,74,2018-02-27,2028-02-27,Алдан,Самосвалы карьерные,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №309,1
aldan_785-7_310,74,2018-02-27,2028-02-27,Алдан,Самосвалы карьерные,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №310,1
aldan_785-7_311,74,2018-04-28,2028-04-28,Алдан,Самосвалы карьерные,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №311,1
aldan_785-7_312,74,2018-04-24,2028-04-24,Алдан,Самосвалы карьерные,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №312,1
aldan_785-7_313,74,2019-04-19,2029-04-19,Алдан,Самосвалы карьерные,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №313,1
aldan_785-7_314,74,2019-02-19,2029-02-19,Алдан,Самосвалы карьерные,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №314,1
aldan_785-7_315,74,2020-01-16,2030-01-16,Алдан,Самосвалы карьерные,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №315,1
aldan_785-7_316,74,2020-01-21,2030-01-21,Алдан,Самосвалы карьерные,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №316,1
aldan_785-7_317,74,2020-02-03,2030-02-03,Алдан,Самосвалы карьерные,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №317,1
aldan_785-7_318,74,2020-04-30,2030-04-30,Алдан,Самосвалы карьерные,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №318,1
aldan_785-7_319,74,2020-04-21,2030-04-21,Алдан,Самосвалы карьерные,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №319,1
aldan_785-7_320,74,2021-01-22,2031-01-22,Алдан,Самосвалы карьерные,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №320,1
aldan_785-7_321,74,2021-01-22,2031-01-22,Алдан,Самосвалы карьерные,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №321,1
aldan_785-7_322,74,2021-02-17,2031-02-17,Алдан,Самосвалы карьерные,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №322,1
aldan_785-7_323,74,2021-05-05,2031-05-05,Алдан,Самосвалы карьерные,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №323,1
aldan_785-7_324,74,2021-10-02,2031-10-02,Алдан,Самосвалы карьерные,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №324,1
aldan_785-7_325,74,2021-07-20,2031-07-20,Алдан,Самосвалы карьерные,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №325,1
aldan_785-7_326,74,2021-09-06,2031-09-06,Алдан,Самосвалы карьерные,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №326,1
aldan_785-7_327,74,2022-01-28,2032-01-28,Алдан,Самосвалы карьерные,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №327,1
aldan_785-7_328,74,2022-12-28,2032-12-28,Алдан,Самосвалы карьерные,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №328,1
aldan_785-7_329,74,2022-02-21,2032-02-21,Алдан,Самосвалы карьерные,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №329,1
aldan_785-7_330,74,2022-03-31,2032-03-31,Алдан,Самосвалы карьерные,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №330,1
aldan_785-7_331,74,2022-03-31,2032-03-31,Алдан,Самосвалы карьерные,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №331,1
aldan_785-7_332,74,2022-04-30,2032-04-30,Алдан,Самосвалы карьерные,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №332,1
aldan_785-7_333,74,2022-07-30,2032-07-30,Алдан,Самосвалы карьерные,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №333,1
aldan_785-7_334,74,2022-07-30,2032-07-30,Алдан,Самосвалы карьерные,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №334,1
aldan_785-7_335,74,2022-07-30,2032-07-30,Алдан,Самосвалы карьерные,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №335,1
aldan_465_700,128,2021-12-28,2031-12-28,Алдан,Самосвалы карьерные,Самосвалы Komatsu HD 465-7R,Самосвал Komatsu HD 465-7R №700,1
aldan_465_701,128,2022-01-01,2032-01-01,Алдан,Самосвалы карьерные,Самосвалы Komatsu HD 465-7R,Самосвал Komatsu HD 465-7R №701,1
aldan_777G_501,127,2017-05-29,2027-05-29,Алдан,Самосвалы карьерные,Самосвалы CAT 777G 501,Самосвал карьерный 777G №501,1
aldan_777G_502,127,2017-05-19,2027-05-19,Алдан,Самосвалы карьерные,Самосвалы CAT 777G 502,Самосвал карьерный 777G №502,1
aldan_777G_503,127,2017-05-14,2027-05-14,Алдан,Самосвалы карьерные,Самосвалы CAT 777G 503,Самосвал карьерный 777G №503,1
aldan_777G_504,127,2017-05-14,2027-05-14,Алдан,Самосвалы карьерные,Самосвалы CAT 777G 504,Самосвал карьерный 777G №504,1
aldan_777G_505,127,2017-05-19,2027-05-19,Алдан,Самосвалы карьерные,Самосвалы CAT 777G 505,Самосвал карьерный 777G №505,1
aldan_777G_506,127,2018-08-14,2028-08-14,Алдан,Самосвалы карьерные,Самосвалы CAT 777G 506,Самосвал карьерный 777G №506,1
aldan_777E_601,63,2017-09-21,2027-09-21,Алдан,Самосвалы карьерные,Самосвалы CAT 777E,Самосвал карьерный 777E №601,1
aldan_777E_602,63,2017-09-21,2027-09-21,Алдан,Самосвалы карьерные,Самосвалы CAT 777E,Самосвал карьерный 777E №602,1
aldan_777E_603,63,2017-09-26,2027-09-26,Алдан,Самосвалы карьерные,Самосвалы CAT 777E,Самосвал карьерный 777E №603,1
aldan_777E_604,63,2017-09-26,2027-09-26,Алдан,Самосвалы карьерные,Самосвалы CAT 777E,Самосвал карьерный 777E №604,1
aldan_777E_605,63,2018-12-14,2028-12-14,Алдан,Самосвалы карьерные,Самосвалы CAT 777E,Самосвал карьерный 777E №605,1
aldan_777E_606,63,2019-01-10,2029-01-10,Алдан,Самосвалы карьерные,Самосвалы CAT 777E,Самосвал карьерный 777E №606,1
aldan_777E_607,63,2019-01-10,2029-01-10,Алдан,Самосвалы карьерные,Самосвалы CAT 777E,Самосвал карьерный 777E №607,1
aldan_777E_608,63,2020-04-21,2030-04-21,Алдан,Самосвалы карьерные,Самосвалы CAT 777E,Самосвал карьерный 777E №608,1
aldan_777E_609,63,2020-04-30,2030-04-30,Алдан,Самосвалы карьерные,Самосвалы CAT 777E,Самосвал карьерный 777E №609,1
aldan_7555_001,129,2016-01-27,2026-01-27,Алдан,Самосвалы карьерные,Самосвалы Белаз 7555 В,Самосвал Белаз 7555В №001,1
aldan_7555_002,129,2016-01-27,2026-01-27,Алдан,Самосвалы карьерные,Самосвалы Белаз 7555 В,Самосвал Белаз 7555В №002,1
aldan_7555_003,129,2016-01-26,2026-01-26,Алдан,Самосвалы карьерные,Самосвалы Белаз 7555 В,Самосвал Белаз 7555В №003,1
aldan_7555_004,129,2016-01-27,2026-01-27,Алдан,Самосвалы карьерные,Самосвалы Белаз 7555 В,Самосвал Белаз 7555В №004,1
aldan_7555_005,129,2016-01-28,2026-01-28,Алдан,Самосвалы карьерные,Самосвалы Белаз 7555 В,Самосвал Белаз 7555В №005,1
aldan_7555_006,129,2016-01-29,2026-01-29,Алдан,Самосвалы карьерные,Самосвалы Белаз 7555 В,Самосвал Белаз 7555В №006,1
aldan_7555_007,129,2016-01-26,2026-01-26,Алдан,Самосвалы карьерные,Самосвалы Белаз 7555 В,Самосвал Белаз 7555В №007,1
aldan_7555_008,129,2016-01-26,2026-01-26,Алдан,Самосвалы карьерные,Самосвалы Белаз 7555 В,Самосвал Белаз 7555В №008,1
aldan_7555_009,129,2015-05-18,2025-05-18,Алдан,Самосвалы карьерные,Самосвалы Белаз 7555 В,Самосвал Белаз 7555В №009,1
aldan_7555_010,129,2015-05-30,2025-05-30,Алдан,Самосвалы карьерные,Самосвалы Белаз 7555 В,Самосвал Белаз 7555В №010,1
aldan_D375A-5_016,24,2009-02-28,2019-02-28,Алдан,Бульдозеры гусеничные,Бульдозер D375A-5D,Бульдозер D375A-5 №16,1
aldan_D375A-5_012,24,2013-01-16,2023-01-16,Алдан,Бульдозеры гусеничные,Бульдозер D375A-5D,Бульдозер D375A-5 №12,1
aldan_D375A-5_020,24,2013-09-09,2023-09-09,Алдан,Бульдозеры гусеничные,Бульдозер D375A-5D,Бульдозер D375A-5 №20,1
aldan_D375A-5_022,24,2014-05-13,2024-05-13,Алдан,Бульдозеры гусеничные,Бульдозер D375A-5D,Бульдозер D375A-5 №22,1
aldan_D375A-5_080,24,2017-12-07,2027-12-07,Алдан,Бульдозеры гусеничные,Бульдозер D375A-5D,Бульдозер D375A-5 №80,1
aldan_D375A-5_081,24,2018-01-12,2028-01-12,Алдан,Бульдозеры гусеничные,Бульдозер D375A-5D,Бульдозер D375A-5 №81,1
aldan_D375A-5_082,24,2020-08-11,2030-08-11,Алдан,Бульдозеры гусеничные,Бульдозер D375A-5D,Бульдозер D375A-5 №82,1
aldan_D-85ESS_070,130,2017-09-30,2027-09-30,Алдан,Бульдозеры гусеничные,Бульдозер D-85ESS-2A,Бульдозер D-85ESS-2A №70,1
aldan_D-85ESS_071,130,2017-10-16,2027-10-16,Алдан,Бульдозеры гусеничные,Бульдозер D-85ESS-2A,Бульдозер D-85ESS-2A №71,1
aldan_D-85ESS_072,130,2017-12-11,2027-12-11,Алдан,Бульдозеры гусеничные,Бульдозер D-85ESS-2A,Бульдозер D-85ESS-2A №72,1
aldan_D-85ESS_073,130,2018-03-27,2028-03-27,Алдан,Бульдозеры гусеничные,Бульдозер D-85ESS-2A,Бульдозер D-85ESS-2A №73,1
aldan_САТ-834Н_041,131,2008-06-16,2023-06-16,Алдан,Бульдозеры гусеничные,Бульдозер САТ-834,Бульдозер САТ-834Н №41,1
aldan_САТ-834Н_043,131,2018-01-20,2028-01-20,Алдан,Бульдозеры гусеничные,Бульдозер САТ-834,Бульдозер САТ-834Н №43,1
aldan_DML1200_019,85,2012-01-21,2023-01-21,Алдан,Станки буровые ударн,Станок буровой DML HP 1200,Станок буровой DML HP 1200 №19,1
aldan_DML1450_021,85,2014-04-30,2024-04-30,Алдан,Станки буровые ударн,Станок буровой DML HP 1450,Станок буровой DML HP 1450 №21,1
aldan_DML1450_023,85,2013-09-03,2023-09-03,Алдан,Станки буровые ударн,Станок буровой DML HP 1450,Станок буровой DML HP 1450 №23,1
aldan_DML1450_024,85,2013-10-24,2023-10-24,Алдан,Станки буровые ударн,Станок буровой DML HP 1450,Станок буровой DML HP 1450 №24,1
aldan_WA500_50,49,2019-05-06,2029-05-06,Алдан,Погрузчики фронтальные,Погрузчик фронтальный WA500-3,Погрузчик фронтальный WA500-3A №50,1
aldan_WA500_53,49,2012-09-11,2022-09-11,Алдан,Погрузчики фронтальные,Погрузчик фронтальный WA500-3,Погрузчик фронтальный WA500-3A №53,1
aldan_WA500_54,49,2013-02-20,2023-02-20,Алдан,Погрузчики фронтальные,Погрузчик фронтальный WA500-3,Погрузчик фронтальный WA500-3A №54,1
aldan_PC1250SP-8_1,114,2017-09-30,2027-09-30,Алдан,Экскаваторы гидравлические,Экскаватор PC1250-8,Экскаватор PC1250-8 №1,1
aldan_PC1250SP-8_2,114,2020-03-03,2030-03-03,Алдан,Экскаваторы гидравлические,Экскаватор PC1250-8,Экскаватор PC1250-8 №2,1
aldan_PC1250SP-8_3,114,2020-07-08,2030-07-08,Алдан,Экскаваторы гидравлические,Экскаватор PC1250-8,Экскаватор PC1250-8 №3,1
aldan_PC1250SP-8_4,114,2021-04-27,2031-04-27,Алдан,Экскаваторы гидравлические,Экскаватор PC1250-8,Экскаватор PC1250-8 №4,1
aldan_PC1250SP-8_5,114,2021-06-03,2031-06-03,Алдан,Экскаваторы гидравлические,Экскаватор PC1250-8,Экскаватор PC1250-8 №5,1
aldan_PC12507_37,121,2012-05-10,2022-05-10,Алдан,Экскаваторы гидравлические,Экскаваторы PC1250-7,Экскаватор PC1250-7 №37,1
aldan_PC2000_60,107,2013-05-22,2023-05-22,Алдан,Экскаваторы гидравлические,Экскаватор гидравл. PC2000-8,Экскаватор гидравл. PC2000-8 №60,1
aldan_CAT395_07,131,2022-01-23,2032-01-23,Алдан,Экскаваторы гидравлические,Экскаватор гидравл CAT395,Экскаватор гидравл CAT395 №7,1
aldan_CAT395_08,131,2022-03-30,2032-03-30,Алдан,Экскаваторы гидравлические,Экскаватор гидравл CAT395,Экскаватор гидравл CAT395 №8,1
aldan_ekg10_27,117,2007-01-01,2027-01-01,Алдан,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №27,1
aldan_ekg10_33,117,2016-12-12,2036-01-01,Алдан,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №33,1
