ЕО,Дата начала эксплуатации,first_day_of_month_datetime,Год,Месяц,day,age_in_sec,Дата завершения эксплуатации,БЕ,Класс ЕО,Модель ЕО,Наименование ЕО,prev_year,count
100000054981,2021-05-21,2026-01-01,2026,1,1,145670400.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №765,2025,1
100000054981,2021-05-21,2027-01-01,2027,1,1,177206400.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №765,2026,1
100000054981,2021-05-21,2028-01-01,2028,1,1,208742400.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №765,2027,1
100000054981,2021-05-21,2029-01-01,2029,1,1,240364800.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №765,2028,1
100000054982,2021-07-20,2022-01-01,2022,1,1,14256000.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №766,2021,1
100000054982,2021-07-20,2023-01-01,2023,1,1,45792000.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №766,2022,1
100000054982,2021-07-20,2024-01-01,2024,1,1,77328000.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №766,2023,1
100000054982,2021-07-20,2025-01-01,2025,1,1,108950400.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №766,2024,1
100000054982,2021-07-20,2026-01-01,2026,1,1,140486400.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №766,2025,1
100000054982,2021-07-20,2027-01-01,2027,1,1,172022400.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №766,2026,1
100000054982,2021-07-20,2028-01-01,2028,1,1,203558400.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №766,2027,1
100000054982,2021-07-20,2029-01-01,2029,1,1,235180800.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №766,2028,1
100000054983,2021-07-25,2022-01-01,2022,1,1,13824000.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №767,2021,1
100000054983,2021-07-25,2023-01-01,2023,1,1,45360000.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №767,2022,1
100000054983,2021-07-25,2024-01-01,2024,1,1,76896000.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №767,2023,1
100000054983,2021-07-25,2025-01-01,2025,1,1,108518400.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №767,2024,1
100000054983,2021-07-25,2026-01-01,2026,1,1,140054400.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №767,2025,1
100000054983,2021-07-25,2027-01-01,2027,1,1,171590400.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №767,2026,1
100000054983,2021-07-25,2028-01-01,2028,1,1,203126400.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №767,2027,1
100000054983,2021-07-25,2029-01-01,2029,1,1,234748800.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №767,2028,1
100000054984,2021-08-05,2022-01-01,2022,1,1,12873600.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №768,2021,1
100000054984,2021-08-05,2023-01-01,2023,1,1,44409600.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №768,2022,1
100000054984,2021-08-05,2024-01-01,2024,1,1,75945600.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №768,2023,1
100000054984,2021-08-05,2025-01-01,2025,1,1,107568000.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №768,2024,1
100000054984,2021-08-05,2026-01-01,2026,1,1,139104000.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №768,2025,1
100000054984,2021-08-05,2027-01-01,2027,1,1,170640000.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №768,2026,1
100000054984,2021-08-05,2028-01-01,2028,1,1,202176000.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №768,2027,1
100000054984,2021-08-05,2029-01-01,2029,1,1,233798400.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №768,2028,1
100000054985,2021-08-11,2022-01-01,2022,1,1,12355200.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №769,2021,1
100000054985,2021-08-11,2023-01-01,2023,1,1,43891200.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №769,2022,1
100000054985,2021-08-11,2024-01-01,2024,1,1,75427200.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №769,2023,1
100000054985,2021-08-11,2025-01-01,2025,1,1,107049600.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №769,2024,1
100000054985,2021-08-11,2026-01-01,2026,1,1,138585600.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №769,2025,1
100000054985,2021-08-11,2027-01-01,2027,1,1,170121600.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №769,2026,1
100000054985,2021-08-11,2028-01-01,2028,1,1,201657600.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №769,2027,1
100000054985,2021-08-11,2029-01-01,2029,1,1,233280000.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №769,2028,1
100000054986,2021-08-19,2022-01-01,2022,1,1,11664000.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №770,2021,1
100000054986,2021-08-19,2023-01-01,2023,1,1,43200000.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №770,2022,1
100000054986,2021-08-19,2024-01-01,2024,1,1,74736000.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №770,2023,1
100000054986,2021-08-19,2025-01-01,2025,1,1,106358400.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №770,2024,1
100000054986,2021-08-19,2026-01-01,2026,1,1,137894400.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №770,2025,1
100000054986,2021-08-19,2027-01-01,2027,1,1,169430400.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №770,2026,1
100000054986,2021-08-19,2028-01-01,2028,1,1,200966400.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №770,2027,1
100000054986,2021-08-19,2029-01-01,2029,1,1,232588800.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №770,2028,1
100000054987,2021-08-27,2022-01-01,2022,1,1,10972800.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №771,2021,1
100000054987,2021-08-27,2023-01-01,2023,1,1,42508800.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №771,2022,1
100000054987,2021-08-27,2024-01-01,2024,1,1,74044800.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №771,2023,1
100000054987,2021-08-27,2025-01-01,2025,1,1,105667200.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №771,2024,1
100000054987,2021-08-27,2026-01-01,2026,1,1,137203200.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №771,2025,1
100000054987,2021-08-27,2027-01-01,2027,1,1,168739200.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №771,2026,1
100000054987,2021-08-27,2028-01-01,2028,1,1,200275200.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №771,2027,1
100000054987,2021-08-27,2029-01-01,2029,1,1,231897600.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №771,2028,1
100000054988,2021-09-06,2022-01-01,2022,1,1,10108800.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №772,2021,1
100000054988,2021-09-06,2023-01-01,2023,1,1,41644800.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №772,2022,1
100000054988,2021-09-06,2024-01-01,2024,1,1,73180800.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №772,2023,1
100000054988,2021-09-06,2025-01-01,2025,1,1,104803200.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №772,2024,1
100000054988,2021-09-06,2026-01-01,2026,1,1,136339200.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №772,2025,1
100000054988,2021-09-06,2027-01-01,2027,1,1,167875200.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №772,2026,1
100000054988,2021-09-06,2028-01-01,2028,1,1,199411200.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №772,2027,1
100000054988,2021-09-06,2029-01-01,2029,1,1,231033600.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №772,2028,1
100000054989,2021-09-09,2022-01-01,2022,1,1,9849600.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №773,2021,1
100000054989,2021-09-09,2023-01-01,2023,1,1,41385600.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №773,2022,1
100000054989,2021-09-09,2024-01-01,2024,1,1,72921600.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №773,2023,1
100000054989,2021-09-09,2025-01-01,2025,1,1,104544000.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №773,2024,1
100000054989,2021-09-09,2026-01-01,2026,1,1,136080000.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №773,2025,1
100000054989,2021-09-09,2027-01-01,2027,1,1,167616000.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №773,2026,1
100000054989,2021-09-09,2028-01-01,2028,1,1,199152000.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №773,2027,1
100000054989,2021-09-09,2029-01-01,2029,1,1,230774400.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №773,2028,1
100000054990,2021-09-18,2022-01-01,2022,1,1,9072000.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №774,2021,1
100000054990,2021-09-18,2023-01-01,2023,1,1,40608000.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №774,2022,1
100000054990,2021-09-18,2024-01-01,2024,1,1,72144000.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №774,2023,1
100000054990,2021-09-18,2025-01-01,2025,1,1,103766400.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №774,2024,1
100000054990,2021-09-18,2026-01-01,2026,1,1,135302400.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №774,2025,1
100000054990,2021-09-18,2027-01-01,2027,1,1,166838400.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №774,2026,1
100000054990,2021-09-18,2028-01-01,2028,1,1,198374400.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №774,2027,1
100000054990,2021-09-18,2029-01-01,2029,1,1,229996800.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №774,2028,1
100000054991,2021-09-19,2022-01-01,2022,1,1,8985600.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №775,2021,1
100000054991,2021-09-19,2023-01-01,2023,1,1,40521600.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №775,2022,1
100000054991,2021-09-19,2024-01-01,2024,1,1,72057600.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №775,2023,1
100000054991,2021-09-19,2025-01-01,2025,1,1,103680000.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №775,2024,1
100000054991,2021-09-19,2026-01-01,2026,1,1,135216000.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №775,2025,1
100000054991,2021-09-19,2027-01-01,2027,1,1,166752000.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №775,2026,1
100000054991,2021-09-19,2028-01-01,2028,1,1,198288000.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №775,2027,1
100000054991,2021-09-19,2029-01-01,2029,1,1,229910400.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №775,2028,1
100000054992,2021-10-06,2022-01-01,2022,1,1,7516800.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №776,2021,1
100000054992,2021-10-06,2023-01-01,2023,1,1,39052800.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №776,2022,1
100000054992,2021-10-06,2024-01-01,2024,1,1,70588800.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №776,2023,1
100000054992,2021-10-06,2025-01-01,2025,1,1,102211200.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №776,2024,1
100000054992,2021-10-06,2026-01-01,2026,1,1,133747200.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №776,2025,1
100000054992,2021-10-06,2027-01-01,2027,1,1,165283200.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №776,2026,1
100000054992,2021-10-06,2028-01-01,2028,1,1,196819200.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №776,2027,1
100000054992,2021-10-06,2029-01-01,2029,1,1,228441600.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №776,2028,1
100000054993,2021-10-09,2022-01-01,2022,1,1,7257600.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №777,2021,1
100000054993,2021-10-09,2023-01-01,2023,1,1,38793600.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №777,2022,1
100000054993,2021-10-09,2024-01-01,2024,1,1,70329600.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №777,2023,1
100000054993,2021-10-09,2025-01-01,2025,1,1,101952000.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №777,2024,1
100000054993,2021-10-09,2026-01-01,2026,1,1,133488000.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №777,2025,1
100000054993,2021-10-09,2027-01-01,2027,1,1,165024000.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №777,2026,1
100000054993,2021-10-09,2028-01-01,2028,1,1,196560000.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №777,2027,1
100000054993,2021-10-09,2029-01-01,2029,1,1,228182400.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №777,2028,1
100000054994,2021-10-16,2022-01-01,2022,1,1,6652800.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №778,2021,1
100000054994,2021-10-16,2023-01-01,2023,1,1,38188800.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №778,2022,1
100000054994,2021-10-16,2024-01-01,2024,1,1,69724800.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №778,2023,1
100000054994,2021-10-16,2025-01-01,2025,1,1,101347200.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №778,2024,1
100000054994,2021-10-16,2026-01-01,2026,1,1,132883200.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №778,2025,1
100000054994,2021-10-16,2027-01-01,2027,1,1,164419200.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №778,2026,1
100000054994,2021-10-16,2028-01-01,2028,1,1,195955200.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №778,2027,1
100000054994,2021-10-16,2029-01-01,2029,1,1,227577600.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №778,2028,1
100000054995,2021-11-05,2022-01-01,2022,1,1,4924800.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №779,2021,1
100000054995,2021-11-05,2023-01-01,2023,1,1,36460800.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №779,2022,1
100000054995,2021-11-05,2024-01-01,2024,1,1,67996800.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №779,2023,1
100000054995,2021-11-05,2025-01-01,2025,1,1,99619200.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №779,2024,1
100000054995,2021-11-05,2026-01-01,2026,1,1,131155200.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №779,2025,1
100000054995,2021-11-05,2027-01-01,2027,1,1,162691200.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №779,2026,1
100000054995,2021-11-05,2028-01-01,2028,1,1,194227200.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №779,2027,1
100000054995,2021-11-05,2029-01-01,2029,1,1,225849600.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №779,2028,1
100000054996,2021-12-04,2022-01-01,2022,1,1,2419200.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №780,2021,1
100000054996,2021-12-04,2023-01-01,2023,1,1,33955200.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №780,2022,1
100000054996,2021-12-04,2024-01-01,2024,1,1,65491200.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №780,2023,1
100000054996,2021-12-04,2025-01-01,2025,1,1,97113600.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №780,2024,1
100000054996,2021-12-04,2026-01-01,2026,1,1,128649600.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №780,2025,1
100000054996,2021-12-04,2027-01-01,2027,1,1,160185600.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №780,2026,1
100000054996,2021-12-04,2028-01-01,2028,1,1,191721600.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №780,2027,1
100000054996,2021-12-04,2029-01-01,2029,1,1,223344000.0,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №780,2028,1
100000008673,2017-12-12,2018-01-01,2018,1,1,1728000.0,2030-01-01,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №1619,2017,1
100000008673,2017-12-12,2019-01-01,2019,1,1,33264000.0,2030-01-01,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №1619,2018,1
100000008673,2017-12-12,2020-01-01,2020,1,1,64800000.0,2030-01-01,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №1619,2019,1
100000008673,2017-12-12,2021-01-01,2021,1,1,96422400.0,2030-01-01,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №1619,2020,1
100000008673,2017-12-12,2022-01-01,2022,1,1,127958400.0,2030-01-01,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №1619,2021,1
100000008673,2017-12-12,2023-01-01,2023,1,1,159494400.0,2030-01-01,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №1619,2022,1
100000008673,2017-12-12,2024-01-01,2024,1,1,191030400.0,2030-01-01,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №1619,2023,1
100000008673,2017-12-12,2025-01-01,2025,1,1,222652800.0,2030-01-01,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №1619,2024,1
100000008673,2017-12-12,2026-01-01,2026,1,1,254188800.0,2030-01-01,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №1619,2025,1
100000008673,2017-12-12,2027-01-01,2027,1,1,285724800.0,2030-01-01,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №1619,2026,1
100000008673,2017-12-12,2028-01-01,2028,1,1,317260800.0,2030-01-01,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №1619,2027,1
100000008673,2017-12-12,2029-01-01,2029,1,1,348883200.0,2030-01-01,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №1619,2028,1
100000008674,2017-12-12,2018-01-01,2018,1,1,1728000.0,2030-01-01,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №1620,2017,1
100000008674,2017-12-12,2019-01-01,2019,1,1,33264000.0,2030-01-01,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №1620,2018,1
100000008674,2017-12-12,2020-01-01,2020,1,1,64800000.0,2030-01-01,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №1620,2019,1
100000008674,2017-12-12,2021-01-01,2021,1,1,96422400.0,2030-01-01,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №1620,2020,1
100000008674,2017-12-12,2022-01-01,2022,1,1,127958400.0,2030-01-01,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №1620,2021,1
100000008674,2017-12-12,2023-01-01,2023,1,1,159494400.0,2030-01-01,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №1620,2022,1
100000008674,2017-12-12,2024-01-01,2024,1,1,191030400.0,2030-01-01,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №1620,2023,1
100000008674,2017-12-12,2025-01-01,2025,1,1,222652800.0,2030-01-01,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №1620,2024,1
100000008674,2017-12-12,2026-01-01,2026,1,1,254188800.0,2030-01-01,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №1620,2025,1
