,level_1_description,eo_class_description,eo_model_name,year,month,eo_code,count
552,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2026,8,100000084396,1
553,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2026,9,100000084396,1
554,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2026,10,100000084396,1
555,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2026,11,100000084396,1
556,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2026,12,100000084396,1
557,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2027,1,100000084396,1
558,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2027,2,100000084396,1
559,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2027,3,100000084396,1
560,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2027,4,100000084396,1
561,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2027,5,100000084396,1
562,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2027,6,100000084396,1
563,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2027,7,100000084396,1
564,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2027,8,100000084396,1
565,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2027,9,100000084396,1
566,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2027,10,100000084396,1
567,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2027,11,100000084396,1
568,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2027,12,100000084396,1
569,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2028,1,100000084396,1
570,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2028,2,100000084396,1
571,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2028,3,100000084396,1
572,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2028,4,100000084396,1
573,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2028,5,100000084396,1
574,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2028,6,100000084396,1
575,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2028,7,100000084396,1
576,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2028,8,100000084396,1
577,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2028,9,100000084396,1
578,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2028,10,100000084396,1
579,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2028,11,100000084396,1
580,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2028,12,100000084396,1
581,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2029,1,100000084396,1
582,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2029,2,100000084396,1
583,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2029,3,100000084396,1
584,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2029,4,100000084396,1
585,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2029,5,100000084396,1
586,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2029,6,100000084396,1
587,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2029,7,100000084396,1
588,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2029,8,100000084396,1
589,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2029,9,100000084396,1
590,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2029,10,100000084396,1
591,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2029,11,100000084396,1
592,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2029,12,100000084396,1
593,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2030,1,100000084396,1
594,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2030,2,100000084396,1
595,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2030,3,100000084396,1
596,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2024,9,sl_730_1,1
597,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2024,10,sl_730_1,1
598,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2024,11,sl_730_1,1
599,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2024,12,sl_730_1,1
600,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2025,1,sl_730_1,1
601,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2025,2,sl_730_1,1
602,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2025,3,sl_730_1,1
603,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2025,4,sl_730_1,1
604,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2025,5,sl_730_1,1
605,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2025,6,sl_730_1,1
606,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2025,7,sl_730_1,1
607,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2025,8,sl_730_1,1
608,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2025,9,sl_730_1,1
609,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2025,10,sl_730_1,1
610,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2025,11,sl_730_1,1
611,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2025,12,sl_730_1,1
612,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2026,1,sl_730_1,1
613,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2026,2,sl_730_1,1
614,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2026,3,sl_730_1,1
615,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2026,4,sl_730_1,1
616,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2026,5,sl_730_1,1
617,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2026,6,sl_730_1,1
618,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2026,7,sl_730_1,1
619,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2026,8,sl_730_1,1
620,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2026,9,sl_730_1,1
621,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2026,10,sl_730_1,1
622,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2026,11,sl_730_1,1
623,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2026,12,sl_730_1,1
624,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2027,1,sl_730_1,1
625,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2027,2,sl_730_1,1
626,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2027,3,sl_730_1,1
627,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2027,4,sl_730_1,1
628,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2027,5,sl_730_1,1
629,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2027,6,sl_730_1,1
630,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2027,7,sl_730_1,1
631,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2027,8,sl_730_1,1
632,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2027,9,sl_730_1,1
633,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2027,10,sl_730_1,1
634,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2027,11,sl_730_1,1
635,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2027,12,sl_730_1,1
636,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2028,1,sl_730_1,1
637,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2028,2,sl_730_1,1
638,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2028,3,sl_730_1,1
639,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2028,4,sl_730_1,1
640,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2028,5,sl_730_1,1
641,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2028,6,sl_730_1,1
642,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2028,7,sl_730_1,1
643,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2028,8,sl_730_1,1
644,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2028,9,sl_730_1,1
645,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2028,10,sl_730_1,1
646,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2028,11,sl_730_1,1
647,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2028,12,sl_730_1,1
648,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2029,1,sl_730_1,1
649,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2029,2,sl_730_1,1
650,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2029,3,sl_730_1,1
651,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2029,4,sl_730_1,1
652,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2029,5,sl_730_1,1
653,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2029,6,sl_730_1,1
654,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2029,7,sl_730_1,1
655,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2029,8,sl_730_1,1
656,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2029,9,sl_730_1,1
657,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2029,10,sl_730_1,1
658,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2029,11,sl_730_1,1
659,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2029,12,sl_730_1,1
660,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2030,1,sl_730_1,1
661,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2030,2,sl_730_1,1
662,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2030,3,sl_730_1,1
663,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2030,4,sl_730_1,1
664,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2030,5,sl_730_1,1
665,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2030,6,sl_730_1,1
666,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2030,7,sl_730_1,1
667,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2030,8,sl_730_1,1
668,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2030,9,sl_730_1,1
669,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2030,10,sl_730_1,1
670,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2030,11,sl_730_1,1
671,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2030,12,sl_730_1,1
672,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2031,1,sl_730_1,1
673,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2031,2,sl_730_1,1
674,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2031,3,sl_730_1,1
675,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2031,4,sl_730_1,1
676,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2031,5,sl_730_1,1
677,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2031,6,sl_730_1,1
678,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2031,7,sl_730_1,1
679,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2031,8,sl_730_1,1
680,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2031,9,sl_730_1,1
681,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2031,10,sl_730_1,1
682,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2031,11,sl_730_1,1
683,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2031,12,sl_730_1,1
684,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2032,1,sl_730_1,1
685,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2032,2,sl_730_1,1
686,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2032,3,sl_730_1,1
687,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2032,4,sl_730_1,1
688,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2032,5,sl_730_1,1
689,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2032,6,sl_730_1,1
690,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2032,7,sl_730_1,1
691,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2032,8,sl_730_1,1
692,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2032,9,sl_730_1,1
693,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2032,10,sl_730_1,1
694,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2032,11,sl_730_1,1
695,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2032,12,sl_730_1,1
696,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2033,1,sl_730_1,1
697,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2033,2,sl_730_1,1
698,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2033,3,sl_730_1,1
699,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2033,4,sl_730_1,1
700,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2033,5,sl_730_1,1
701,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2033,6,sl_730_1,1
702,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2033,7,sl_730_1,1
703,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2033,8,sl_730_1,1
704,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2033,9,sl_730_1,1
705,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2033,10,sl_730_1,1
706,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2033,11,sl_730_1,1
707,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2033,12,sl_730_1,1
708,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2034,1,sl_730_1,1
709,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2034,2,sl_730_1,1
710,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2034,3,sl_730_1,1
711,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2034,4,sl_730_1,1
712,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2034,5,sl_730_1,1
713,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2034,6,sl_730_1,1
714,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2034,7,sl_730_1,1
715,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2034,8,sl_730_1,1
